customer_id,signup_date,acquisition_channel,city,segment
93,2025-02-13,referral,Taipei,growth
94,2024-01-22,referral,Taoyuan,growth
95,2025-02-15,social,Kaohsiung,new
96,2023-02-26,ads,Taichung,new
97,2024-10-21,ads,Hsinchu,new
98,2025-11-09,referral,Taipei,new
99,2025-02-03,social,Taoyuan,vip
100,2024-06-20,ads,Hsinchu,growth
101,2023-12-29,referral,Taipei,growth
102,2023-07-22,ads,Taoyuan,new
103,2023-11-04,social,Taichung,new
104,2024-04-01,referral,Taichung,growth
105,2024-04-02,referral,Kaohsiung,new
106,2022-12-21,social,Taichung,new
107,2024-07-21,partner,Tainan,new
108,2022-12-04,referral,Taoyuan,new
109,2025-03-03,ads,Taipei,growth
110,2022-12-11,referral,Kaohsiung,growth
111,2024-09-19,organic,Taichung,new
112,2024-02-14,ads,Taoyuan,vip
113,2025-07-29,partner,Hsinchu,new
114,2025-09-27,partner,Taichung,new
115,2024-08-29,partner,Taichung,vip
116,2023-05-05,partner,Taipei,growth
117,2025-10-04,referral,Taoyuan,new
118,2023-07-14,referral,Taipei,growth
119,2023-02-08,referral,Taoyuan,new
120,2024-11-21,ads,Taipei,new
121,2023-12-17,ads,Tainan,growth
122,2024-10-29,referral,Tainan,new
123,2023-11-08,referral,Taichung,new
124,2025-05-20,social,Taoyuan,new
125,2024-08-26,ads,Taichung,new
126,2025-08-29,ads,Taichung,new
127,2025-11-05,ads,Taoyuan,growth
128,2024-06-05,social,Taichung,new
129,2022-12-06,organic,Taipei,growth
130,2023-03-14,social,Taoyuan,new
131,2025-05-29,referral,Tainan,growth
132,2023-06-28,organic,Taichung,new
133,2024-01-16,referral,Taichung,growth
134,2025-09-18,social,Kaohsiung,new
135,2023-10-29,social,Tainan,growth
136,2024-02-24,partner,Taipei,new
137,2024-03-09,ads,Taoyuan,new
138,2023-10-02,partner,Taoyuan,new
139,2025-04-21,ads,Hsinchu,new
140,2025-02-10,referral,Kaohsiung,new
141,2024-09-17,social,Tainan,new
142,2022-12-05,social,Taoyuan,new
143,2025-08-09,ads,Taoyuan,new
144,2025-03-24,ads,Hsinchu,new
145,2023-10-11,referral,Taoyuan,new
146,2023-10-04,ads,Taipei,new
147,2025-04-30,social,Kaohsiung,new
148,2025-02-18,referral,Tainan,vip
149,2023-07-20,organic,Taoyuan,vip
150,2024-10-19,social,Tainan,vip
151,2024-02-04,referral,Kaohsiung,new
152,2024-10-20,social,Taoyuan,growth
153,2023-07-21,partner,Taoyuan,growth
154,2023-10-04,social,Taoyuan,vip
155,2024-07-18,referral,Hsinchu,new
156,2025-05-30,ads,Kaohsiung,growth
157,2025-11-16,social,Tainan,growth
158,2024-07-20,ads,Kaohsiung,growth
159,2024-01-17,social,Kaohsiung,new
160,2024-03-19,social,Taipei,new
161,2023-10-12,referral,Taichung,growth
162,2024-11-02,referral,Taichung,new
163,2024-10-08,social,Taichung,growth
164,2024-01-25,social,Kaohsiung,new
165,2022-12-04,ads,Taipei,new
166,2025-02-25,ads,Taoyuan,new
167,2024-09-07,referral,Taipei,growth
168,2024-06-23,social,Hsinchu,new
169,2022-12-12,organic,Taichung,new
170,2024-01-18,referral,Tainan,new
171,2025-04-17,referral,Taipei,new
172,2025-05-09,social,Taipei,new
173,2024-10-15,ads,Tainan,growth
174,2025-11-30,partner,Taoyuan,new
175,2025-04-29,social,Kaohsiung,vip
176,2023-08-22,partner,Taichung,new
177,2023-10-29,social,Hsinchu,growth
178,2023-01-16,ads,Taipei,new
179,2024-01-13,partner,Taipei,new
180,2024-05-15,organic,Tainan,new
181,2023-11-12,social,Tainan,new
182,2024-02-05,referral,Taipei,new
183,2023-03-07,ads,Taoyuan,new
184,2025-05-28,ads,Taichung,new
185,2023-04-14,organic,Taipei,new
186,2023-07-10,ads,Tainan,new
187,2025-05-17,ads,Taoyuan,new
188,2023-01-28,ads,Tainan,new
189,2023-04-15,partner,Taipei,new
190,2024-03-11,partner,Tainan,new
191,2024-02-13,ads,Hsinchu,new
192,2025-01-08,ads,Taichung,new
193,2024-06-25,organic,Hsinchu,growth
194,2023-10-26,social,Tainan,growth
195,2025-09-23,partner,Kaohsiung,vip
196,2025-09-26,social,Taoyuan,new
197,2025-09-05,organic,Kaohsiung,new
198,2024-01-18,social,Taoyuan,growth
199,2023-07-31,social,Taipei,new
200,2024-06-30,referral,Tainan,vip
201,2023-08-30,ads,Taoyuan,growth
202,2022-12-26,organic,Tainan,growth
203,2024-02-06,organic,Taipei,vip
204,2023-09-28,ads,Tainan,new
205,2023-08-29,referral,Taipei,new
206,2025-10-10,social,Taichung,new
207,2023-05-30,social,Kaohsiung,new
208,2024-05-08,social,Taipei,new
209,2024-01-11,ads,Tainan,new
210,2025-04-10,partner,Kaohsiung,new
211,2025-08-15,social,Hsinchu,growth
212,2025-06-18,social,Taichung,new
213,2025-11-26,social,Taipei,new
214,2023-05-24,ads,Tainan,growth
215,2024-06-15,social,Taipei,growth
216,2025-02-07,referral,Taipei,growth
217,2024-01-18,ads,Taichung,growth
218,2023-12-03,social,Taoyuan,growth
219,2023-02-28,ads,Taoyuan,growth
220,2023-10-20,social,Hsinchu,growth
221,2024-02-21,referral,Taipei,new
222,2022-12-07,organic,Taichung,growth
223,2023-06-10,ads,Kaohsiung,new
224,2024-11-04,organic,Taipei,new
225,2024-06-07,partner,Tainan,new
226,2024-06-28,ads,Tainan,new
227,2024-09-29,ads,Taoyuan,new
228,2023-04-16,ads,Kaohsiung,new
229,2024-01-25,social,Taipei,new
230,2025-05-31,organic,Kaohsiung,new
231,2022-12-29,ads,Taichung,new
232,2024-04-11,social,Kaohsiung,new
233,2023-06-20,referral,Hsinchu,vip
234,2024-04-08,ads,Hsinchu,new
235,2023-01-16,social,Taoyuan,growth
236,2025-02-27,ads,Taichung,vip
237,2025-10-04,partner,Taipei,growth
238,2024-05-03,referral,Kaohsiung,vip
239,2024-12-15,referral,Hsinchu,new
240,2025-11-29,partner,Hsinchu,growth
241,2024-08-10,social,Hsinchu,new
242,2023-03-16,referral,Taipei,new
243,2022-11-27,ads,Taoyuan,new
244,2023-06-21,ads,Taichung,new
245,2023-03-20,ads,Hsinchu,growth
246,2024-09-05,partner,Taipei,growth
247,2023-07-31,ads,Hsinchu,growth
248,2024-11-25,partner,Kaohsiung,vip
249,2024-12-10,referral,Taichung,new
250,2024-05-29,social,Hsinchu,growth
251,2024-01-21,ads,Taichung,new
252,2024-11-24,referral,Hsinchu,new
253,2023-08-22,partner,Hsinchu,new
254,2023-12-31,referral,Tainan,new
255,2024-11-30,ads,Taipei,new
256,2023-02-11,social,Taichung,growth
257,2025-11-20,ads,Taipei,new
258,2025-04-18,organic,Taipei,new
259,2024-08-06,social,Kaohsiung,growth
260,2023-07-24,social,Tainan,vip
261,2024-06-20,social,Hsinchu,growth
262,2024-07-15,social,Tainan,growth
263,2025-06-24,social,Taoyuan,growth
264,2023-01-08,social,Taichung,new
265,2025-08-25,ads,Taipei,vip
266,2024-09-19,partner,Hsinchu,new
267,2023-10-08,ads,Taipei,new
268,2023-12-22,social,Kaohsiung,new
269,2025-02-25,organic,Hsinchu,new
270,2025-06-04,ads,Hsinchu,vip
271,2025-08-10,ads,Taichung,new
272,2023-02-26,referral,Kaohsiung,new
273,2025-07-03,social,Tainan,growth
274,2025-10-14,social,Taichung,growth
275,2025-07-10,social,Taipei,new
276,2025-04-02,social,Tainan,growth
277,2025-08-28,ads,Hsinchu,new
278,2023-04-27,referral,Taoyuan,growth
279,2023-11-11,referral,Hsinchu,new
280,2023-09-06,organic,Taoyuan,new
281,2023-08-29,organic,Taipei,new
282,2023-07-06,partner,Taipei,new
283,2023-11-08,ads,Kaohsiung,vip
284,2024-02-15,ads,Taoyuan,new
285,2025-08-11,social,Hsinchu,growth
286,2024-01-07,ads,Taipei,new
287,2022-12-06,partner,Hsinchu,new
288,2025-10-20,ads,Tainan,new
289,2024-07-09,social,Hsinchu,new
290,2024-06-26,partner,Kaohsiung,new
291,2024-11-30,ads,Taichung,growth
292,2024-12-16,referral,Kaohsiung,vip
293,2025-08-30,ads,Taipei,growth
294,2024-01-26,ads,Hsinchu,growth
295,2024-02-15,ads,Taoyuan,new
296,2024-12-04,partner,Tainan,new
297,2023-08-09,referral,Tainan,new
298,2023-09-30,ads,Tainan,growth
299,2024-09-22,referral,Taichung,new
300,2023-02-06,organic,Tainan,new
301,2025-03-22,partner,Taichung,new
302,2025-05-12,ads,Taipei,growth
303,2025-10-21,ads,Kaohsiung,growth
304,2025-03-27,social,Taipei,new
305,2025-10-26,ads,Kaohsiung,growth
306,2024-09-26,organic,Tainan,new
307,2025-05-24,partner,Taoyuan,vip
308,2025-05-01,ads,Taichung,new
309,2023-01-07,organic,Hsinchu,new
310,2025-11-11,social,Hsinchu,growth
311,2025-08-02,referral,Taichung,growth
312,2025-02-27,social,Taipei,new
313,2024-07-15,referral,Hsinchu,growth
314,2025-05-29,organic,Kaohsiung,new
315,2023-02-07,ads,Tainan,growth
316,2025-04-14,referral,Kaohsiung,new
317,2025-08-10,social,Hsinchu,new
318,2023-01-18,referral,Hsinchu,new
319,2023-07-05,ads,Taoyuan,new
320,2024-03-02,social,Taichung,vip
321,2024-04-26,ads,Taipei,growth
322,2023-05-07,ads,Taoyuan,new
323,2023-02-20,ads,Taoyuan,new
324,2023-03-06,ads,Taoyuan,growth
325,2025-06-26,ads,Tainan,vip
326,2023-12-14,ads,Tainan,growth
327,2023-08-03,partner,Taoyuan,growth
328,2024-03-23,organic,Taichung,new
329,2023-12-13,referral,Kaohsiung,new
330,2025-10-03,partner,Hsinchu,new
331,2024-08-23,social,Kaohsiung,new
332,2025-07-23,referral,Kaohsiung,growth
333,2022-12-02,referral,Taoyuan,growth
334,2023-11-16,partner,Kaohsiung,growth
335,2025-09-16,social,Tainan,vip
336,2024-06-27,ads,Taipei,new
337,2025-08-29,referral,Kaohsiung,vip
338,2023-05-04,referral,Hsinchu,growth
339,2025-08-08,referral,Taipei,new
340,2023-07-09,social,Taoyuan,vip
341,2023-10-07,social,Hsinchu,new
342,2024-01-29,social,Taoyuan,new
343,2024-11-10,ads,Kaohsiung,growth
344,2024-12-27,referral,Hsinchu,growth
345,2025-06-14,referral,Kaohsiung,new
346,2023-01-17,ads,Kaohsiung,new
347,2024-11-19,referral,Hsinchu,growth
348,2024-11-25,ads,Kaohsiung,vip
349,2024-09-06,social,Tainan,vip
350,2025-08-15,referral,Taipei,new
351,2024-06-19,organic,Taoyuan,new
352,2023-05-30,referral,Tainan,new
353,2025-05-26,partner,Hsinchu,new
354,2024-11-06,referral,Taichung,new
355,2023-01-22,ads,Kaohsiung,new
356,2023-11-15,ads,Taoyuan,growth
357,2024-01-30,social,Kaohsiung,new
358,2024-05-08,partner,Tainan,new
359,2024-02-01,referral,Tainan,new
360,2025-06-03,referral,Taoyuan,growth
361,2023-07-20,partner,Taipei,growth
362,2023-07-13,ads,Kaohsiung,growth
363,2023-02-25,ads,Tainan,new
364,2024-04-12,organic,Taichung,growth
365,2023-01-25,ads,Taipei,new
366,2023-07-16,organic,Kaohsiung,new
367,2024-02-22,social,Tainan,growth
368,2025-08-03,referral,Hsinchu,new
369,2025-05-19,ads,Tainan,growth
370,2023-08-24,organic,Taipei,new
371,2023-04-02,ads,Taichung,new
372,2025-08-22,referral,Taipei,new
373,2024-04-08,ads,Tainan,new
374,2024-10-27,organic,Kaohsiung,new
375,2024-07-11,ads,Taipei,growth
376,2024-11-09,partner,Taipei,new
377,2025-03-20,referral,Taoyuan,new
378,2024-12-13,referral,Hsinchu,growth
379,2025-08-25,organic,Kaohsiung,vip
380,2024-02-21,organic,Taipei,new
381,2024-12-26,ads,Taipei,growth
382,2025-08-20,organic,Taipei,growth
383,2025-05-28,social,Tainan,vip
384,2025-04-02,organic,Tainan,vip
385,2025-02-16,social,Taoyuan,new
386,2025-03-04,organic,Taipei,growth
387,2025-08-07,partner,Taichung,new
388,2025-11-02,social,Tainan,vip
389,2025-09-22,partner,Taichung,new
390,2023-05-24,referral,Tainan,vip
391,2023-02-19,social,Hsinchu,vip
392,2023-01-13,ads,Taichung,new
393,2024-02-22,referral,Tainan,new
394,2023-03-07,ads,Taichung,new
395,2025-08-24,partner,Taichung,growth
396,2024-08-04,organic,Hsinchu,new
397,2025-03-04,social,Taipei,new
398,2023-12-10,ads,Taipei,vip
399,2023-06-26,referral,Taipei,new
400,2025-06-07,ads,Taichung,new
401,2024-01-17,referral,Hsinchu,vip
402,2024-06-18,social,Tainan,new
403,2025-11-05,ads,Taoyuan,growth
404,2023-01-12,referral,Taichung,new
405,2024-03-23,referral,Taichung,growth
406,2024-10-13,organic,Hsinchu,new
407,2023-10-09,referral,Kaohsiung,vip
408,2023-12-28,social,Hsinchu,vip
409,2023-10-12,social,Taoyuan,new
410,2025-03-18,social,Hsinchu,new
411,2023-01-21,social,Taichung,growth
412,2024-10-07,ads,Taipei,new
413,2024-09-25,ads,Taoyuan,new
414,2023-12-15,organic,Kaohsiung,new
415,2023-01-01,social,Hsinchu,growth
416,2025-07-06,organic,Taipei,new
417,2022-12-21,social,Kaohsiung,new
418,2024-10-26,referral,Tainan,new
419,2024-03-05,ads,Kaohsiung,vip
420,2025-07-04,ads,Kaohsiung,growth
421,2023-10-15,social,Hsinchu,vip
422,2025-11-22,social,Tainan,new
423,2024-03-19,referral,Taoyuan,new
424,2023-09-26,ads,Tainan,new
425,2024-09-13,social,Hsinchu,new
426,2024-04-05,referral,Hsinchu,new
427,2024-03-05,referral,Tainan,growth
428,2023-03-19,referral,Taichung,new
429,2024-11-28,ads,Tainan,new
430,2024-07-28,referral,Kaohsiung,new
431,2025-03-24,referral,Taipei,growth
432,2024-06-18,organic,Tainan,new
433,2025-01-21,social,Kaohsiung,vip
434,2024-11-24,social,Taichung,new
435,2025-01-01,referral,Taipei,growth
436,2023-06-09,partner,Tainan,new
437,2024-11-06,social,Taipei,new
438,2023-10-29,social,Tainan,growth
439,2023-11-08,referral,Tainan,new
440,2023-05-27,social,Taoyuan,growth
441,2025-02-09,ads,Tainan,new
442,2023-08-11,organic,Hsinchu,vip
443,2024-06-16,referral,Kaohsiung,vip
444,2023-10-22,social,Taichung,new
445,2025-11-17,organic,Kaohsiung,growth
446,2025-10-07,social,Taoyuan,new
447,2024-08-23,social,Tainan,growth
448,2025-11-22,social,Kaohsiung,vip
449,2022-12-03,ads,Kaohsiung,vip
450,2024-03-15,social,Taoyuan,new
451,2024-09-05,social,Hsinchu,growth
452,2023-07-12,ads,Taichung,growth
453,2025-04-13,referral,Taoyuan,new
454,2023-08-30,organic,Kaohsiung,new
455,2023-12-06,ads,Taipei,new
456,2024-01-16,organic,Hsinchu,new
457,2023-06-20,ads,Taipei,new
458,2025-04-23,referral,Kaohsiung,new
459,2025-02-06,social,Kaohsiung,new
460,2023-11-25,social,Tainan,growth
461,2025-04-16,organic,Tainan,new
462,2024-01-07,partner,Taichung,vip
463,2023-11-25,ads,Taoyuan,new
464,2024-07-04,social,Taichung,new
465,2023-12-10,social,Hsinchu,new
466,2023-01-12,social,Hsinchu,new
467,2024-12-14,partner,Kaohsiung,new
468,2024-09-25,organic,Kaohsiung,new
469,2023-02-17,ads,Taoyuan,new
470,2024-04-13,referral,Taichung,new
471,2025-01-03,social,Taoyuan,vip
472,2023-09-07,social,Taoyuan,growth
473,2025-10-13,ads,Taipei,growth
474,2023-09-23,ads,Taipei,growth
475,2025-05-09,ads,Hsinchu,new
476,2023-02-28,social,Hsinchu,growth
477,2024-12-02,referral,Kaohsiung,new
478,2024-02-03,partner,Hsinchu,new
479,2024-11-30,partner,Hsinchu,new
480,2025-03-14,ads,Taipei,new
481,2024-03-31,social,Tainan,new
482,2024-05-01,social,Kaohsiung,new
483,2024-05-19,ads,Kaohsiung,new
484,2023-07-17,ads,Taoyuan,new
485,2025-03-11,ads,Kaohsiung,vip
486,2024-09-05,referral,Kaohsiung,new
487,2024-11-28,partner,Taichung,new
488,2023-04-03,social,Hsinchu,new
489,2025-04-28,ads,Taipei,growth
490,2024-10-24,organic,Kaohsiung,new
491,2025-03-06,organic,Taichung,new
492,2025-03-23,social,Hsinchu,vip
493,2024-11-17,ads,Taichung,growth
494,2025-02-07,social,Hsinchu,growth
495,2025-06-28,referral,Taoyuan,growth
496,2023-08-09,ads,Tainan,new
497,2024-01-28,referral,Taichung,growth
498,2024-12-16,organic,Taipei,new
499,2025-11-11,referral,Taichung,growth
500,2025-09-30,ads,Tainan,new
501,2024-08-18,ads,Taipei,new
502,2023-02-14,referral,Taichung,growth
503,2025-07-03,ads,Kaohsiung,new
504,2025-09-02,referral,Tainan,growth
505,2023-06-30,ads,Tainan,new
506,2025-04-27,organic,Taipei,growth
507,2025-09-27,ads,Tainan,new
508,2025-01-31,ads,Tainan,new
509,2025-03-29,social,Taipei,new
510,2023-10-06,referral,Taoyuan,new
511,2023-05-29,referral,Taipei,new
512,2022-12-23,partner,Hsinchu,growth
513,2023-10-17,social,Taoyuan,growth
514,2023-10-13,organic,Kaohsiung,new
515,2025-01-22,social,Taoyuan,new
516,2023-09-11,partner,Hsinchu,growth
517,2025-04-07,ads,Hsinchu,new
518,2025-02-06,social,Kaohsiung,vip
519,2024-11-12,ads,Taipei,new
520,2022-12-03,referral,Taoyuan,growth
521,2023-04-30,ads,Kaohsiung,new
522,2023-10-31,ads,Hsinchu,growth
523,2023-01-29,ads,Kaohsiung,new
524,2024-07-16,ads,Taipei,vip
525,2023-01-07,ads,Taoyuan,new
526,2024-07-17,social,Kaohsiung,growth
527,2023-10-21,ads,Taichung,growth
528,2024-11-25,social,Taichung,new
529,2025-09-14,partner,Taipei,growth
530,2023-05-29,ads,Tainan,growth
531,2024-07-18,organic,Taipei,new
532,2024-01-28,ads,Taoyuan,new
533,2024-07-20,organic,Taoyuan,growth
534,2025-11-14,social,Tainan,new
535,2023-06-01,partner,Kaohsiung,new
536,2023-09-03,partner,Taoyuan,new
537,2024-06-17,partner,Kaohsiung,new
538,2025-08-29,ads,Taoyuan,growth
539,2025-05-06,referral,Taipei,new
540,2023-06-14,referral,Taichung,new
541,2025-07-25,organic,Tainan,new
542,2025-01-06,social,Taoyuan,growth
543,2023-05-10,referral,Kaohsiung,new
544,2024-12-29,organic,Kaohsiung,new
545,2023-04-02,social,Taipei,new
546,2023-02-20,referral,Tainan,new
547,2023-09-17,ads,Tainan,new
548,2024-08-08,ads,Taipei,growth
549,2023-10-22,social,Taichung,new
550,2023-12-15,ads,Kaohsiung,new
551,2024-01-08,social,Kaohsiung,vip
552,2023-07-11,social,Taoyuan,growth
553,2024-12-19,ads,Taoyuan,growth
554,2024-08-24,ads,Tainan,new
555,2025-06-06,social,Taoyuan,new
556,2024-01-29,social,Taichung,vip
557,2025-09-27,social,Taipei,new
558,2024-03-30,ads,Hsinchu,new
559,2025-04-04,social,Taichung,growth
560,2022-12-03,referral,Hsinchu,new
561,2025-07-17,referral,Tainan,new
562,2024-02-04,social,Taichung,vip
563,2023-05-11,organic,Taipei,growth
564,2024-01-19,organic,Taoyuan,new
565,2023-10-26,social,Kaohsiung,new
566,2025-02-09,referral,Tainan,vip
567,2023-01-10,organic,Hsinchu,new
568,2024-09-17,ads,Hsinchu,new
569,2024-05-24,organic,Taipei,vip
570,2024-03-04,partner,Taipei,new
571,2025-01-03,referral,Taipei,growth
572,2023-06-06,social,Kaohsiung,new
573,2025-06-15,social,Taipei,new
574,2025-02-12,social,Tainan,vip
575,2022-12-06,social,Taipei,new
576,2024-05-17,ads,Hsinchu,new
577,2025-05-28,partner,Taichung,new
578,2023-04-19,social,Taichung,new
579,2025-09-12,social,Taichung,new
580,2023-04-12,social,Kaohsiung,growth
581,2025-05-18,referral,Taichung,new
582,2024-07-07,ads,Taipei,vip
583,2023-12-15,referral,Taichung,growth
584,2024-12-19,ads,Taipei,growth
585,2025-01-27,ads,Hsinchu,vip
586,2023-10-31,social,Taoyuan,new
587,2024-02-01,organic,Hsinchu,vip
588,2024-02-27,referral,Taichung,growth
589,2024-05-07,ads,Taichung,new
590,2025-03-24,ads,Kaohsiung,growth
591,2024-01-23,ads,Kaohsiung,growth
592,2024-01-24,partner,Tainan,growth
593,2024-08-24,organic,Tainan,new
594,2023-06-04,social,Taipei,new
595,2023-03-05,referral,Tainan,new
596,2024-01-15,ads,Tainan,new
597,2025-03-11,social,Taipei,new
598,2024-10-23,ads,Taoyuan,vip
599,2024-04-08,referral,Hsinchu,growth
600,2024-12-30,social,Tainan,new
601,2023-07-12,ads,Hsinchu,new
602,2025-01-28,ads,Kaohsiung,new
603,2023-11-14,ads,Hsinchu,new
604,2023-12-04,organic,Hsinchu,growth
605,2024-08-16,referral,Kaohsiung,new
606,2023-09-14,ads,Taipei,growth
607,2024-04-13,referral,Tainan,new
608,2024-04-27,ads,Taichung,new
609,2022-12-24,organic,Taoyuan,growth
610,2025-04-27,ads,Kaohsiung,vip
611,2024-11-09,ads,Tainan,new
612,2024-04-30,organic,Taichung,new
613,2023-04-05,organic,Taipei,new
614,2023-02-12,referral,Hsinchu,new
615,2024-01-01,social,Taipei,growth
616,2023-10-17,organic,Taipei,new
617,2025-10-09,ads,Hsinchu,growth
618,2025-09-14,social,Taipei,new
619,2025-06-29,social,Kaohsiung,new
620,2024-02-09,partner,Taichung,growth
621,2023-11-04,ads,Taichung,new
622,2023-10-06,social,Tainan,new
623,2024-05-10,ads,Kaohsiung,growth
624,2023-02-22,ads,Taipei,new
625,2023-07-25,social,Kaohsiung,new
626,2023-10-14,referral,Taichung,vip
627,2025-04-08,social,Tainan,growth
628,2025-05-02,social,Taipei,new
629,2024-11-14,referral,Taichung,growth
630,2025-11-09,ads,Hsinchu,new
631,2024-12-21,referral,Tainan,vip
632,2023-06-27,social,Kaohsiung,new
633,2023-05-23,ads,Taipei,growth
634,2023-10-13,organic,Hsinchu,new
635,2025-05-27,social,Hsinchu,new
636,2024-05-27,referral,Taipei,growth
637,2025-01-21,social,Hsinchu,new
638,2023-07-19,organic,Kaohsiung,new
639,2025-02-01,social,Hsinchu,growth
640,2024-05-02,ads,Taichung,new
641,2025-03-19,organic,Kaohsiung,vip
642,2023-10-11,organic,Hsinchu,new
643,2024-01-07,referral,Taoyuan,growth
644,2025-10-01,social,Taoyuan,new
645,2025-11-03,ads,Taipei,new
646,2025-03-15,partner,Taipei,new
647,2023-09-20,social,Tainan,new
648,2025-07-11,referral,Taichung,new
649,2023-01-04,ads,Tainan,new
650,2024-11-22,referral,Taipei,vip
651,2023-09-26,referral,Hsinchu,growth
652,2024-12-22,ads,Kaohsiung,new
653,2023-08-03,referral,Hsinchu,new
654,2023-09-14,ads,Kaohsiung,growth
655,2023-04-01,ads,Tainan,new
656,2024-06-13,ads,Taichung,new
657,2023-01-08,ads,Kaohsiung,new
658,2024-04-10,ads,Kaohsiung,new
659,2024-12-07,referral,Taipei,new
660,2023-05-26,organic,Taoyuan,new
661,2024-10-10,referral,Hsinchu,vip
662,2023-03-06,ads,Hsinchu,growth
663,2024-06-26,ads,Tainan,new
664,2023-06-15,ads,Taichung,new
665,2023-08-31,social,Tainan,new
666,2023-01-16,referral,Taipei,new
667,2025-04-11,ads,Hsinchu,new
668,2024-10-17,partner,Tainan,new
669,2025-08-25,referral,Hsinchu,new
670,2025-07-28,ads,Hsinchu,new
671,2023-01-14,ads,Taipei,new
672,2024-05-31,organic,Hsinchu,growth
673,2024-08-23,referral,Hsinchu,new
674,2024-04-06,ads,Kaohsiung,new
675,2023-12-24,social,Taoyuan,new
676,2023-11-03,social,Tainan,growth
677,2025-04-16,ads,Taoyuan,new
678,2025-01-14,referral,Taipei,new
679,2025-04-29,ads,Tainan,new
680,2023-07-19,ads,Kaohsiung,growth
681,2024-01-21,referral,Taipei,growth
682,2025-07-29,partner,Taichung,new
683,2023-06-09,referral,Taichung,new
684,2024-07-29,ads,Kaohsiung,new
685,2025-07-25,social,Taipei,growth
686,2024-05-29,social,Kaohsiung,new
687,2025-10-19,referral,Kaohsiung,new
688,2023-03-28,referral,Tainan,new
