order_id,product_id,quantity,unit_price,discount_rate
365,30,1,3732,0.1
365,56,1,2279,0.15
365,57,1,3486,0
366,42,1,641,0.15
367,40,1,4298,0
367,57,1,3486,0.15
367,5,1,207,0.1
368,33,2,2132,0.15
368,11,3,4549,0.15
368,37,3,189,0.05
369,26,1,438,0.05
370,11,1,4549,0.1
370,6,2,3871,0
370,41,1,4560,0.1
371,60,1,1642,0
372,52,1,2641,0.05
372,53,1,1408,0
373,55,1,4377,0
373,28,1,3031,0.05
373,6,2,3871,0
374,54,1,273,0.1
374,35,1,2084,0.1
375,37,1,189,0.05
376,6,1,3871,0
376,30,2,3732,0
377,44,2,1674,0.2
378,46,1,1604,0.05
379,17,1,1925,0.15
379,51,3,2621,0.15
380,20,1,4963,0.1
381,11,1,4549,0.05
382,51,2,2621,0.2
382,12,2,2578,0
383,52,1,2641,0
383,7,2,2555,0
383,41,1,4560,0.15
384,20,2,4963,0.1
385,30,1,3732,0
386,49,1,2121,0.1
386,55,1,4377,0
387,9,1,1527,0.05
387,37,1,189,0
388,3,1,3882,0.1
389,18,2,4405,0.2
389,16,1,2872,0
389,57,1,3486,0.2
390,22,1,131,0
390,9,1,1527,0.05
391,44,1,1674,0.15
391,39,1,765,0
392,36,1,460,0.1
393,50,2,4645,0.05
393,41,2,4560,0
393,50,2,4645,0
394,33,1,2132,0.15
394,36,1,460,0.1
395,7,2,2555,0
395,5,3,207,0.05
396,60,1,1642,0
396,9,1,1527,0.15
397,5,1,207,0.1
397,36,1,460,0.1
397,25,1,938,0
398,49,1,2121,0
399,37,1,189,0.1
400,35,2,2084,0.05
400,2,1,1368,0.1
400,7,2,2555,0.05
401,51,2,2621,0
402,22,1,131,0.05
402,39,2,765,0.15
402,20,1,4963,0.05
403,34,1,1026,0
403,48,1,4805,0.1
404,51,1,2621,0
404,57,2,3486,0
404,28,1,3031,0
405,56,1,2279,0
406,26,1,438,0
407,43,1,2654,0
408,22,3,131,0
408,2,2,1368,0.1
409,6,3,3871,0
409,31,3,3571,0.05
410,30,1,3732,0.2
411,6,1,3871,0
411,37,1,189,0
411,29,2,410,0
412,34,1,1026,0.05
412,58,2,124,0.05
413,33,3,2132,0.05
413,37,1,189,0.05
413,41,1,4560,0.05
414,10,1,3960,0.15
415,24,2,2210,0
416,4,2,3867,0
416,59,1,954,0.1
417,39,1,765,0
417,48,1,4805,0
417,55,2,4377,0
418,16,1,2872,0
418,48,1,4805,0
419,13,1,283,0
419,43,1,2654,0
420,6,2,3871,0
421,40,1,4298,0.1
422,46,2,1604,0.1
423,46,1,1604,0
424,58,1,124,0
424,18,2,4405,0.1
425,11,1,4549,0
425,48,2,4805,0.15
425,24,2,2210,0.1
426,56,2,2279,0.1
427,32,1,2083,0.05
428,41,1,4560,0.1
429,13,2,283,0.15
429,25,1,938,0.05
429,8,1,659,0
430,32,2,2083,0.1
430,53,2,1408,0
430,4,1,3867,0.1
431,28,1,3031,0.05
431,53,1,1408,0
431,44,2,1674,0.05
431,46,1,1604,0.1
432,42,1,641,0.05
433,28,1,3031,0.1
434,37,2,189,0
434,21,2,572,0.05
435,31,1,3571,0.1
435,30,1,3732,0
436,14,1,3770,0.2
436,20,1,4963,0
437,4,1,3867,0.05
437,29,2,410,0.1
437,40,2,4298,0.05
438,8,2,659,0.1
439,29,1,410,0.05
439,51,1,2621,0.1
439,42,2,641,0
440,30,1,3732,0.1
441,52,3,2641,0
441,38,1,976,0.05
442,48,1,4805,0
442,9,1,1527,0.05
443,5,1,207,0
444,31,3,3571,0
444,27,2,2377,0
444,8,1,659,0
445,31,2,3571,0.05
445,5,1,207,0.05
445,25,1,938,0.05
446,5,1,207,0.05
446,2,2,1368,0.1
447,29,1,410,0.2
448,14,1,3770,0
449,3,2,3882,0.15
449,12,1,2578,0.05
449,25,1,938,0
450,39,3,765,0
450,29,2,410,0.15
450,11,1,4549,0
451,20,1,4963,0.1
451,12,2,2578,0.1
452,54,1,273,0.1
453,29,1,410,0
453,40,1,4298,0
454,43,2,2654,0
454,55,2,4377,0
454,9,1,1527,0.05
454,41,1,4560,0.2
455,16,1,2872,0.05
456,24,3,2210,0.05
456,40,1,4298,0.05
456,21,2,572,0.15
457,48,1,4805,0
458,43,2,2654,0
458,30,1,3732,0.05
459,17,2,1925,0.1
459,11,1,4549,0
459,35,2,2084,0
460,35,1,2084,0.2
461,10,1,3960,0.15
461,58,1,124,0
461,27,2,2377,0.05
461,15,1,3944,0.15
462,52,3,2641,0.15
462,3,1,3882,0.2
462,38,3,976,0.15
463,32,2,2083,0.15
464,28,2,3031,0.15
465,8,1,659,0.05
465,50,1,4645,0
465,51,2,2621,0
465,57,2,3486,0
466,42,1,641,0.2
467,38,2,976,0.1
467,22,1,131,0
468,56,1,2279,0.05
469,55,1,4377,0.2
470,36,1,460,0.1
471,34,1,1026,0
472,14,1,3770,0.1
473,8,2,659,0
473,47,1,365,0.2
473,2,1,1368,0
473,51,1,2621,0.1
474,10,1,3960,0
474,57,1,3486,0.05
474,4,1,3867,0
475,14,2,3770,0.15
475,27,2,2377,0
475,41,1,4560,0.2
476,13,1,283,0
477,51,1,2621,0.05
477,40,2,4298,0.05
477,27,1,2377,0.05
477,57,2,3486,0
478,21,1,572,0.05
479,17,1,1925,0
480,20,2,4963,0.05
480,30,1,3732,0.05
480,4,1,3867,0
481,2,1,1368,0.2
482,18,1,4405,0.15
482,3,1,3882,0.05
482,29,1,410,0.1
483,4,1,3867,0.1
484,12,1,2578,0.05
485,23,1,2084,0.15
486,33,1,2132,0.05
486,40,1,4298,0
486,18,2,4405,0.05
486,30,2,3732,0.15
487,4,1,3867,0.1
487,21,1,572,0.05
488,27,1,2377,0
488,58,1,124,0.05
489,43,1,2654,0.15
490,15,1,3944,0
491,3,1,3882,0.1
492,44,1,1674,0
493,27,2,2377,0.2
493,56,1,2279,0
494,10,2,3960,0.05
495,38,2,976,0.05
496,24,1,2210,0.05
496,39,1,765,0.1
496,20,1,4963,0.05
497,3,1,3882,0.1
497,43,1,2654,0.05
498,37,2,189,0.05
498,25,1,938,0.1
498,36,1,460,0.2
499,23,1,2084,0
499,2,2,1368,0
500,50,1,4645,0.05
501,31,1,3571,0
502,28,2,3031,0
502,47,1,365,0.05
502,56,1,2279,0
502,58,1,124,0
503,49,2,2121,0.05
503,50,2,4645,0.05
503,2,1,1368,0.1
503,20,1,4963,0.05
504,50,1,4645,0
504,46,1,1604,0.05
504,44,1,1674,0.1
505,21,2,572,0.05
505,55,1,4377,0
506,43,1,2654,0
506,12,1,2578,0
507,27,1,2377,0
507,13,1,283,0.05
508,17,2,1925,0
509,15,2,3944,0.05
509,4,1,3867,0
509,39,1,765,0.1
509,4,1,3867,0
510,7,1,2555,0.05
511,44,1,1674,0.05
511,35,2,2084,0
511,51,1,2621,0
512,41,1,4560,0
512,54,2,273,0
512,43,1,2654,0
512,3,1,3882,0.15
513,4,1,3867,0.05
514,2,3,1368,0.1
515,48,1,4805,0.05
516,41,1,4560,0.05
516,41,1,4560,0.1
516,25,2,938,0.1
516,5,2,207,0.1
517,30,1,3732,0.1
517,58,1,124,0.05
518,27,2,2377,0.1
518,55,2,4377,0.05
518,19,1,2578,0
519,12,1,2578,0
520,37,1,189,0.05
520,23,1,2084,0
521,19,2,2578,0
522,10,1,3960,0.1
523,52,1,2641,0.05
523,6,1,3871,0.1
524,13,1,283,0.1
525,22,1,131,0
526,56,1,2279,0.05
527,60,2,1642,0.05
527,55,1,4377,0.05
527,44,3,1674,0
527,33,1,2132,0.05
528,42,2,641,0
528,57,2,3486,0.1
529,37,1,189,0.05
530,44,1,1674,0.05
530,18,1,4405,0.15
531,41,1,4560,0
532,50,2,4645,0
532,14,2,3770,0.05
532,40,1,4298,0.2
533,16,1,2872,0
534,12,2,2578,0
535,32,1,2083,0.1
535,31,1,3571,0
536,29,1,410,0.05
537,22,2,131,0.05
537,19,1,2578,0.05
538,18,1,4405,0.1
538,10,3,3960,0
539,29,1,410,0.1
540,43,2,2654,0.1
540,50,2,4645,0.1
540,37,2,189,0
541,36,2,460,0.05
541,1,2,2760,0.1
541,53,2,1408,0.15
542,32,2,2083,0
543,37,3,189,0
543,5,1,207,0
543,1,1,2760,0.05
544,58,1,124,0.1
544,3,2,3882,0
545,21,1,572,0.05
545,33,2,2132,0
545,32,1,2083,0
546,47,1,365,0.05
546,30,1,3732,0
547,38,2,976,0
548,36,1,460,0
549,56,1,2279,0.05
550,29,1,410,0.05
550,21,1,572,0
550,28,1,3031,0
550,19,1,2578,0.15
551,26,2,438,0.1
552,21,2,572,0.05
553,32,1,2083,0
553,52,1,2641,0
553,6,1,3871,0.05
553,49,1,2121,0.05
554,29,3,410,0
555,5,1,207,0.05
556,43,2,2654,0
556,8,1,659,0.15
556,1,1,2760,0.15
556,31,1,3571,0.05
557,11,1,4549,0
557,11,2,4549,0.1
557,11,1,4549,0.1
558,44,3,1674,0
558,53,1,1408,0
558,52,2,2641,0.05
559,59,1,954,0
559,26,1,438,0.15
559,25,1,938,0.05
559,2,1,1368,0.05
560,18,1,4405,0.05
561,44,1,1674,0.1
561,15,1,3944,0
562,14,2,3770,0.05
563,32,1,2083,0.1
564,49,2,2121,0
565,8,1,659,0.15
566,41,1,4560,0
566,5,1,207,0.15
566,57,1,3486,0.05
567,30,3,3732,0.1
568,15,2,3944,0
568,50,2,4645,0.05
569,44,1,1674,0.1
569,33,3,2132,0
570,23,1,2084,0
571,21,1,572,0
571,17,2,1925,0.1
571,52,1,2641,0
572,54,1,273,0.1
573,53,1,1408,0.05
573,5,2,207,0.1
574,55,1,4377,0.1
575,55,1,4377,0.15
575,29,1,410,0
575,48,1,4805,0.1
576,6,1,3871,0
577,36,1,460,0
578,11,1,4549,0
579,29,2,410,0.1
579,40,1,4298,0.05
579,13,1,283,0.1
580,20,1,4963,0.05
581,22,1,131,0.05
581,18,2,4405,0.05
581,40,1,4298,0.05
582,58,2,124,0.2
583,21,1,572,0
583,7,2,2555,0.05
583,20,1,4963,0.15
583,60,3,1642,0
584,9,2,1527,0
584,52,2,2641,0
585,25,1,938,0
586,52,1,2641,0.2
587,56,2,2279,0.2
587,19,1,2578,0.05
588,30,1,3732,0.05
589,40,2,4298,0
590,55,1,4377,0.1
591,18,1,4405,0.05
591,17,3,1925,0.05
592,44,1,1674,0
592,26,1,438,0.2
593,14,1,3770,0
593,11,2,4549,0
593,50,1,4645,0.05
593,18,1,4405,0
594,29,2,410,0.1
594,1,1,2760,0.15
594,49,1,2121,0
594,57,1,3486,0.2
595,26,1,438,0
596,60,1,1642,0
596,50,2,4645,0
597,3,1,3882,0.15
598,29,1,410,0.15
598,19,2,2578,0
599,49,1,2121,0
600,3,2,3882,0.05
600,43,1,2654,0
601,2,1,1368,0
602,10,1,3960,0
602,28,1,3031,0
603,15,1,3944,0.05
603,54,1,273,0.1
604,49,1,2121,0
604,46,2,1604,0.2
604,32,1,2083,0.05
605,56,1,2279,0
606,29,1,410,0.05
606,59,2,954,0.1
607,23,1,2084,0.1
608,28,1,3031,0.1
609,40,1,4298,0
610,54,1,273,0
611,48,3,4805,0
612,58,1,124,0
612,50,2,4645,0.1
612,39,2,765,0.2
612,16,2,2872,0
613,58,1,124,0
614,43,1,2654,0.05
614,6,1,3871,0
615,13,1,283,0.05
616,57,1,3486,0
