event_id,session_id,event_type,event_time,order_id,revenue
256,80,page_view,2025-05-29T22:47,,0.0
257,80,purchase,2025-05-29T22:47,3427,3817.8
258,81,page_view,2024-10-04T16:59,,0.0
259,81,page_view,2024-10-04T17:00,,0.0
260,81,page_view,2024-10-04T17:01,,0.0
261,81,page_view,2024-10-04T17:11,,0.0
262,82,page_view,2024-10-22T11:57,,0.0
263,82,page_view,2024-10-22T11:58,,0.0
264,82,page_view,2024-10-22T12:03,,0.0
265,82,page_view,2024-10-22T12:09,,0.0
266,82,page_view,2024-10-22T12:09,,0.0
267,82,add_to_cart,2024-10-22T11:58,,0.0
268,83,page_view,2025-01-04T20:24,,0.0
269,83,page_view,2025-01-04T20:26,,0.0
270,83,page_view,2025-01-04T20:28,,0.0
271,83,page_view,2025-01-04T20:27,,0.0
272,84,page_view,2025-12-22T14:45,,0.0
273,84,page_view,2025-12-22T14:48,,0.0
274,84,page_view,2025-12-22T14:53,,0.0
275,84,page_view,2025-12-22T14:48,,0.0
276,84,page_view,2025-12-22T14:53,,0.0
277,85,page_view,2024-06-14T15:39,,0.0
278,85,page_view,2024-06-14T15:43,,0.0
279,85,page_view,2024-06-14T15:43,,0.0
280,85,page_view,2024-06-14T15:54,,0.0
281,85,page_view,2024-06-14T15:43,,0.0
282,86,page_view,2025-10-16T04:31,,0.0
283,86,page_view,2025-10-16T04:33,,0.0
284,86,page_view,2025-10-16T04:37,,0.0
285,86,page_view,2025-10-16T04:37,,0.0
286,87,page_view,2025-12-09T17:17,,0.0
287,87,page_view,2025-12-09T17:21,,0.0
288,87,page_view,2025-12-09T17:23,,0.0
289,87,page_view,2025-12-09T17:29,,0.0
290,88,page_view,2024-06-05T11:05,,0.0
291,88,page_view,2024-06-05T11:10,,0.0
292,88,page_view,2024-06-05T11:15,,0.0
293,88,page_view,2024-06-05T11:14,,0.0
294,89,page_view,2024-08-06T22:52,,0.0
295,89,page_view,2024-08-06T22:57,,0.0
296,89,add_to_cart,2024-08-06T23:02,,0.0
297,90,page_view,2025-02-11T01:42,,0.0
298,90,page_view,2025-02-11T01:45,,0.0
299,90,page_view,2025-02-11T01:44,,0.0
300,91,page_view,2024-06-07T12:24,,0.0
301,91,page_view,2024-06-07T12:25,,0.0
302,91,page_view,2024-06-07T12:26,,0.0
303,92,page_view,2024-12-29T20:12,,0.0
304,92,page_view,2024-12-29T20:16,,0.0
305,92,page_view,2024-12-29T20:22,,0.0
306,92,page_view,2024-12-29T20:18,,0.0
307,92,page_view,2024-12-29T20:20,,0.0
308,92,add_to_cart,2024-12-29T20:13,,0.0
309,93,page_view,2024-12-07T12:57,,0.0
310,93,page_view,2024-12-07T13:01,,0.0
311,93,page_view,2024-12-07T13:01,,0.0
312,93,page_view,2024-12-07T13:12,,0.0
313,93,purchase,2024-12-07T13:15,9937,2578.25
314,94,page_view,2024-09-07T08:37,,0.0
315,94,page_view,2024-09-07T08:39,,0.0
316,95,page_view,2024-12-08T06:51,,0.0
317,95,page_view,2024-12-08T06:52,,0.0
318,95,page_view,2024-12-08T06:59,,0.0
319,96,page_view,2025-08-09T10:32,,0.0
320,96,page_view,2025-08-09T10:34,,0.0
321,96,page_view,2025-08-09T10:42,,0.0
322,96,page_view,2025-08-09T10:38,,0.0
323,96,add_to_cart,2025-08-09T10:33,,0.0
324,97,page_view,2025-07-07T15:59,,0.0
325,97,page_view,2025-07-07T16:00,,0.0
326,97,page_view,2025-07-07T16:05,,0.0
327,97,page_view,2025-07-07T16:02,,0.0
328,97,page_view,2025-07-07T16:11,,0.0
329,98,page_view,2025-02-28T00:50,,0.0
330,98,page_view,2025-02-28T00:52,,0.0
331,98,page_view,2025-02-28T00:56,,0.0
332,99,page_view,2025-03-11T12:21,,0.0
333,100,page_view,2024-06-17T01:10,,0.0
334,100,page_view,2024-06-17T01:11,,0.0
335,101,page_view,2024-09-25T22:36,,0.0
336,101,add_to_cart,2024-09-25T22:45,,0.0
337,101,purchase,2024-09-25T23:00,8278,3564.0
338,102,page_view,2024-07-09T23:58,,0.0
339,103,page_view,2025-04-09T07:43,,0.0
340,104,page_view,2025-11-03T19:48,,0.0
341,104,page_view,2025-11-03T19:51,,0.0
342,104,page_view,2025-11-03T19:50,,0.0
343,105,page_view,2024-01-05T23:30,,0.0
344,105,page_view,2024-01-05T23:31,,0.0
345,105,page_view,2024-01-05T23:38,,0.0
346,105,page_view,2024-01-05T23:39,,0.0
347,105,page_view,2024-01-05T23:50,,0.0
348,106,page_view,2024-01-01T02:07,,0.0
349,107,page_view,2025-09-07T20:37,,0.0
350,107,page_view,2025-09-07T20:40,,0.0
351,107,page_view,2025-09-07T20:47,,0.0
352,108,page_view,2025-01-10T10:03,,0.0
353,108,page_view,2025-01-10T10:04,,0.0
354,108,add_to_cart,2025-01-10T10:13,,0.0
355,109,page_view,2024-03-21T11:25,,0.0
356,109,page_view,2024-03-21T11:27,,0.0
357,109,page_view,2024-03-21T11:29,,0.0
358,109,page_view,2024-03-21T11:28,,0.0
359,109,page_view,2024-03-21T11:41,,0.0
360,110,page_view,2024-08-31T23:30,,0.0
361,110,page_view,2024-08-31T23:33,,0.0
362,110,page_view,2024-08-31T23:34,,0.0
363,110,page_view,2024-08-31T23:36,,0.0
364,110,page_view,2024-08-31T23:34,,0.0
365,111,page_view,2024-12-01T08:15,,0.0
366,111,page_view,2024-12-01T08:18,,0.0
367,111,page_view,2024-12-01T08:25,,0.0
368,111,page_view,2024-12-01T08:27,,0.0
369,111,page_view,2024-12-01T08:35,,0.0
370,112,page_view,2025-03-27T20:11,,0.0
371,112,page_view,2025-03-27T20:13,,0.0
372,112,page_view,2025-03-27T20:17,,0.0
373,113,page_view,2025-10-13T08:26,,0.0
374,113,page_view,2025-10-13T08:29,,0.0
375,113,page_view,2025-10-13T08:30,,0.0
376,113,page_view,2025-10-13T08:38,,0.0
377,114,page_view,2024-03-17T02:12,,0.0
378,114,page_view,2024-03-17T02:14,,0.0
379,114,page_view,2024-03-17T02:22,,0.0
380,114,purchase,2024-03-17T02:22,4614,8739.95
381,115,page_view,2025-08-07T16:38,,0.0
382,115,page_view,2025-08-07T16:39,,0.0
383,115,add_to_cart,2025-08-07T16:41,,0.0
384,116,page_view,2024-12-25T04:08,,0.0
385,116,page_view,2024-12-25T04:09,,0.0
386,116,page_view,2024-12-25T04:14,,0.0
387,116,page_view,2024-12-25T04:23,,0.0
388,116,add_to_cart,2024-12-25T04:12,,0.0
389,117,page_view,2025-12-31T03:19,,0.0
390,117,page_view,2025-12-31T03:24,,0.0
391,117,page_view,2025-12-31T03:29,,0.0
392,117,page_view,2025-12-31T03:25,,0.0
393,118,page_view,2024-06-03T09:01,,0.0
394,118,page_view,2024-06-03T09:02,,0.0
395,118,page_view,2024-06-03T09:05,,0.0
396,118,page_view,2024-06-03T09:04,,0.0
397,119,page_view,2025-12-11T07:22,,0.0
398,119,page_view,2025-12-11T07:24,,0.0
399,119,page_view,2025-12-11T07:26,,0.0
400,120,page_view,2024-06-05T08:49,,0.0
401,120,page_view,2024-06-05T08:53,,0.0
402,120,page_view,2024-06-05T08:57,,0.0
403,120,add_to_cart,2024-06-05T08:50,,0.0
404,121,page_view,2025-01-31T15:30,,0.0
405,121,page_view,2025-01-31T15:31,,0.0
406,121,page_view,2025-01-31T15:32,,0.0
407,121,add_to_cart,2025-01-31T15:39,,0.0
408,122,page_view,2025-06-05T15:24,,0.0
409,122,page_view,2025-06-05T15:26,,0.0
410,122,page_view,2025-06-05T15:34,,0.0
411,122,page_view,2025-06-05T15:36,,0.0
412,122,page_view,2025-06-05T15:44,,0.0
413,123,page_view,2024-12-25T08:34,,0.0
414,123,page_view,2024-12-25T08:37,,0.0
415,123,page_view,2024-12-25T08:40,,0.0
416,124,page_view,2024-10-03T06:08,,0.0
417,125,page_view,2024-11-05T15:08,,0.0
418,125,page_view,2024-11-05T15:09,,0.0
419,126,page_view,2025-12-17T13:27,,0.0
420,127,page_view,2025-03-12T22:13,,0.0
421,127,page_view,2025-03-12T22:18,,0.0
422,127,page_view,2025-03-12T22:15,,0.0
423,127,page_view,2025-03-12T22:19,,0.0
424,127,page_view,2025-03-12T22:33,,0.0
425,128,page_view,2024-10-19T15:04,,0.0
426,128,page_view,2024-10-19T15:09,,0.0
427,128,page_view,2024-10-19T15:12,,0.0
428,128,page_view,2024-10-19T15:13,,0.0
429,128,page_view,2024-10-19T15:24,,0.0
430,129,page_view,2024-06-05T08:17,,0.0
431,129,page_view,2024-06-05T08:19,,0.0
432,129,page_view,2024-06-05T08:21,,0.0
433,130,page_view,2025-12-30T03:40,,0.0
434,130,page_view,2025-12-30T03:45,,0.0
435,130,page_view,2025-12-30T03:42,,0.0
436,130,page_view,2025-12-30T03:43,,0.0
437,130,page_view,2025-12-30T03:48,,0.0
438,131,page_view,2025-04-02T13:20,,0.0
439,131,page_view,2025-04-02T13:23,,0.0
440,131,page_view,2025-04-02T13:30,,0.0
441,131,page_view,2025-04-02T13:35,,0.0
442,131,page_view,2025-04-02T13:24,,0.0
443,132,page_view,2025-03-27T21:09,,0.0
444,132,page_view,2025-03-27T21:14,,0.0
445,132,page_view,2025-03-27T21:17,,0.0
446,132,page_view,2025-03-27T21:18,,0.0
447,133,page_view,2025-11-15T08:43,,0.0
448,133,page_view,2025-11-15T08:44,,0.0
449,134,page_view,2025-05-22T07:34,,0.0
450,134,page_view,2025-05-22T07:35,,0.0
451,134,page_view,2025-05-22T07:42,,0.0
452,134,page_view,2025-05-22T07:43,,0.0
453,134,page_view,2025-05-22T07:42,,0.0
454,135,page_view,2025-06-06T05:24,,0.0
455,135,page_view,2025-06-06T05:25,,0.0
456,135,add_to_cart,2025-06-06T05:29,,0.0
457,135,purchase,2025-06-06T05:28,6194,5082.0
458,136,page_view,2024-04-29T02:24,,0.0
459,137,page_view,2025-08-30T10:56,,0.0
460,137,page_view,2025-08-30T11:01,,0.0
461,138,page_view,2025-06-10T12:40,,0.0
462,138,page_view,2025-06-10T12:41,,0.0
463,138,page_view,2025-06-10T12:42,,0.0
464,138,page_view,2025-06-10T12:49,,0.0
465,139,page_view,2024-02-01T18:29,,0.0
466,140,page_view,2024-08-18T04:27,,0.0
467,140,page_view,2024-08-18T04:32,,0.0
468,140,page_view,2024-08-18T04:35,,0.0
469,140,page_view,2024-08-18T04:42,,0.0
470,140,page_view,2024-08-18T04:43,,0.0
471,140,purchase,2024-08-18T04:32,1360,1608.05
472,141,page_view,2024-02-10T01:59,,0.0
473,141,page_view,2024-02-10T02:00,,0.0
474,141,page_view,2024-02-10T02:09,,0.0
475,142,page_view,2025-10-27T15:17,,0.0
476,143,page_view,2024-02-27T04:44,,0.0
477,143,page_view,2024-02-27T04:46,,0.0
478,143,page_view,2024-02-27T04:46,,0.0
479,144,page_view,2025-04-28T18:59,,0.0
480,145,page_view,2024-05-10T11:00,,0.0
481,145,page_view,2024-05-10T11:01,,0.0
482,146,page_view,2024-04-07T10:07,,0.0
483,146,page_view,2024-04-07T10:12,,0.0
484,146,page_view,2024-04-07T10:11,,0.0
485,146,page_view,2024-04-07T10:13,,0.0
486,147,page_view,2024-01-22T03:45,,0.0
487,147,page_view,2024-01-22T03:50,,0.0
488,147,page_view,2024-01-22T03:53,,0.0
489,148,page_view,2025-08-06T03:31,,0.0
490,148,page_view,2025-08-06T03:33,,0.0
491,148,page_view,2025-08-06T03:37,,0.0
492,148,page_view,2025-08-06T03:40,,0.0
493,148,purchase,2025-08-06T03:37,3889,5632.9
494,149,page_view,2024-08-29T05:43,,0.0
495,149,page_view,2024-08-29T05:44,,0.0
496,149,page_view,2024-08-29T05:45,,0.0
497,149,page_view,2024-08-29T05:46,,0.0
498,150,page_view,2024-06-30T09:29,,0.0
499,150,page_view,2024-06-30T09:31,,0.0
500,150,page_view,2024-06-30T09:31,,0.0
501,150,page_view,2024-06-30T09:44,,0.0
502,150,add_to_cart,2024-06-30T09:35,,0.0
503,151,page_view,2024-03-06T18:26,,0.0
504,151,page_view,2024-03-06T18:27,,0.0
505,151,page_view,2024-03-06T18:30,,0.0
506,151,page_view,2024-03-06T18:41,,0.0
507,151,page_view,2024-03-06T18:42,,0.0
508,152,page_view,2025-06-12T21:03,,0.0
509,152,add_to_cart,2025-06-12T21:14,,0.0
510,153,page_view,2025-05-20T15:40,,0.0
511,153,add_to_cart,2025-05-20T15:42,,0.0
512,153,purchase,2025-05-20T15:46,15788,160.65
513,154,page_view,2024-08-05T02:57,,0.0
514,154,page_view,2024-08-05T03:01,,0.0
515,154,page_view,2024-08-05T03:01,,0.0
516,154,page_view,2024-08-05T03:06,,0.0
517,155,page_view,2024-03-26T13:32,,0.0
518,155,page_view,2024-03-26T13:34,,0.0
519,156,page_view,2025-10-23T23:22,,0.0
520,156,add_to_cart,2025-10-23T23:24,,0.0
521,157,page_view,2024-12-25T23:57,,0.0
522,157,add_to_cart,2024-12-26T00:07,,0.0
523,158,page_view,2025-11-16T12:31,,0.0
524,158,add_to_cart,2025-11-16T12:32,,0.0
525,158,purchase,2025-11-16T12:51,17248,4412.75
526,159,page_view,2025-01-16T11:43,,0.0
527,159,page_view,2025-01-16T11:45,,0.0
528,159,page_view,2025-01-16T11:53,,0.0
529,160,page_view,2025-06-18T15:02,,0.0
530,160,page_view,2025-06-18T15:04,,0.0
531,161,page_view,2024-07-21T19:36,,0.0
532,161,page_view,2024-07-21T19:37,,0.0
533,161,page_view,2024-07-21T19:44,,0.0
534,162,page_view,2025-12-27T05:06,,0.0
535,163,page_view,2025-11-02T00:45,,0.0
536,163,page_view,2025-11-02T00:50,,0.0
537,163,page_view,2025-11-02T00:47,,0.0
538,164,page_view,2025-12-10T19:36,,0.0
539,164,page_view,2025-12-10T19:37,,0.0
540,164,page_view,2025-12-10T19:46,,0.0
541,164,page_view,2025-12-10T19:39,,0.0
542,164,page_view,2025-12-10T19:52,,0.0
543,165,page_view,2024-02-19T09:30,,0.0
544,165,page_view,2024-02-19T09:35,,0.0
545,165,page_view,2024-02-19T09:40,,0.0
546,166,page_view,2024-01-09T05:05,,0.0
547,166,page_view,2024-01-09T05:08,,0.0
548,166,page_view,2024-01-09T05:15,,0.0
549,166,page_view,2024-01-09T05:11,,0.0
550,166,purchase,2024-01-09T05:25,15880,8104.9
551,167,page_view,2025-04-04T05:04,,0.0
552,167,page_view,2025-04-04T05:06,,0.0
553,168,page_view,2024-04-09T18:36,,0.0
554,168,page_view,2024-04-09T18:40,,0.0
555,168,page_view,2024-04-09T18:44,,0.0
556,168,page_view,2024-04-09T18:39,,0.0
557,169,page_view,2024-11-15T01:02,,0.0
558,169,page_view,2024-11-15T01:04,,0.0
559,169,page_view,2024-11-15T01:06,,0.0
560,170,page_view,2024-03-12T23:24,,0.0
561,170,page_view,2024-03-12T23:29,,0.0
562,170,page_view,2024-03-12T23:30,,0.0
563,171,page_view,2024-11-26T07:22,,0.0
564,171,page_view,2024-11-26T07:23,,0.0
565,171,page_view,2024-11-26T07:28,,0.0
566,171,page_view,2024-11-26T07:37,,0.0
567,171,page_view,2024-11-26T07:38,,0.0
568,172,page_view,2024-07-21T09:06,,0.0
569,173,page_view,2024-02-05T15:13,,0.0
570,173,page_view,2024-02-05T15:16,,0.0
571,173,add_to_cart,2024-02-05T15:17,,0.0
572,174,page_view,2024-11-09T18:42,,0.0
573,174,page_view,2024-11-09T18:43,,0.0
574,174,page_view,2024-11-09T18:48,,0.0
575,174,page_view,2024-11-09T18:54,,0.0
