customer_id,experiment_group,assign_date
378,B,2024-01-14
379,A,2024-01-07
380,A,2024-01-02
381,B,2024-01-04
382,B,2024-01-04
383,A,2024-01-05
384,B,2024-01-13
385,A,2024-01-15
386,A,2024-01-02
387,A,2024-01-16
388,B,2024-01-15
389,A,2024-01-11
390,B,2024-01-16
391,B,2024-01-08
392,A,2024-01-02
393,A,2024-01-01
394,A,2024-01-16
395,B,2024-01-09
396,A,2024-01-02
397,B,2024-01-13
398,A,2024-01-03
399,B,2024-01-12
400,A,2024-01-14
401,A,2024-01-04
402,B,2024-01-06
403,B,2024-01-09
404,B,2024-01-05
405,A,2024-01-05
406,A,2024-01-12
407,A,2024-01-09
408,A,2024-01-13
409,A,2024-01-07
410,A,2024-01-11
411,B,2024-01-14
412,B,2024-01-03
413,A,2024-01-03
414,A,2024-01-13
415,A,2024-01-14
416,B,2024-01-10
417,B,2024-01-09
418,A,2024-01-11
419,B,2024-01-11
420,A,2024-01-03
421,B,2024-01-04
422,A,2024-01-09
423,A,2024-01-12
424,B,2024-01-06
425,B,2024-01-10
426,A,2024-01-15
427,A,2024-01-01
428,A,2024-01-08
429,B,2024-01-04
430,A,2024-01-14
431,B,2024-01-14
432,B,2024-01-15
433,B,2024-01-14
434,B,2024-01-06
435,B,2024-01-03
436,A,2024-01-13
437,A,2024-01-13
438,B,2024-01-07
439,A,2024-01-04
440,B,2024-01-15
441,B,2024-01-08
442,A,2024-01-13
443,A,2024-01-10
444,A,2024-01-01
445,B,2024-01-14
446,B,2024-01-08
447,B,2024-01-09
448,B,2024-01-13
449,B,2024-01-11
450,A,2024-01-10
451,B,2024-01-06
452,A,2024-01-16
453,A,2024-01-16
454,B,2024-01-06
455,A,2024-01-07
456,A,2024-01-13
457,A,2024-01-02
458,A,2024-01-15
459,A,2024-01-05
460,A,2024-01-08
461,B,2024-01-06
462,A,2024-01-16
463,B,2024-01-02
464,B,2024-01-04
465,A,2024-01-09
466,A,2024-01-07
467,B,2024-01-02
468,A,2024-01-02
469,A,2024-01-16
470,B,2024-01-12
471,B,2024-01-14
472,B,2024-01-03
473,A,2024-01-12
474,A,2024-01-04
475,A,2024-01-05
476,A,2024-01-16
477,B,2024-01-13
478,B,2024-01-06
479,B,2024-01-02
480,A,2024-01-05
481,B,2024-01-02
482,B,2024-01-09
483,B,2024-01-04
484,A,2024-01-11
485,A,2024-01-01
486,A,2024-01-14
487,A,2024-01-14
488,B,2024-01-09
489,A,2024-01-06
490,A,2024-01-03
491,A,2024-01-03
492,B,2024-01-13
493,B,2024-01-01
494,B,2024-01-13
495,A,2024-01-01
496,A,2024-01-08
497,B,2024-01-07
498,A,2024-01-03
499,B,2024-01-07
500,A,2024-01-01
501,B,2024-01-15
502,A,2024-01-12
503,B,2024-01-05
504,A,2024-01-15
505,A,2024-01-14
506,A,2024-01-03
507,B,2024-01-07
508,A,2024-01-04
509,B,2024-01-03
510,A,2024-01-03
511,A,2024-01-02
512,A,2024-01-08
513,B,2024-01-14
514,A,2024-01-04
515,A,2024-01-11
516,B,2024-01-04
517,A,2024-01-13
518,B,2024-01-11
519,A,2024-01-03
520,B,2024-01-14
521,B,2024-01-05
522,B,2024-01-01
523,B,2024-01-06
524,B,2024-01-16
525,B,2024-01-14
526,B,2024-01-04
527,B,2024-01-06
528,B,2024-01-05
529,A,2024-01-15
530,A,2024-01-08
531,A,2024-01-01
532,B,2024-01-08
533,B,2024-01-05
534,A,2024-01-11
535,A,2024-01-09
536,B,2024-01-12
537,A,2024-01-13
538,A,2024-01-06
539,B,2024-01-08
540,A,2024-01-03
541,B,2024-01-15
542,A,2024-01-02
543,A,2024-01-14
544,A,2024-01-15
545,A,2024-01-07
546,A,2024-01-11
547,A,2024-01-05
548,A,2024-01-03
549,B,2024-01-15
550,A,2024-01-12
551,B,2024-01-11
552,A,2024-01-03
553,B,2024-01-08
554,B,2024-01-16
555,A,2024-01-12
556,B,2024-01-02
557,B,2024-01-05
558,B,2024-01-04
559,A,2024-01-12
560,A,2024-01-16
561,A,2024-01-11
562,B,2024-01-02
563,B,2024-01-11
564,A,2024-01-01
565,A,2024-01-14
566,A,2024-01-01
567,A,2024-01-09
568,A,2024-01-01
569,B,2024-01-11
570,A,2024-01-14
571,B,2024-01-03
572,A,2024-01-09
573,A,2024-01-14
574,A,2024-01-14
575,B,2024-01-07
576,B,2024-01-02
577,B,2024-01-02
578,A,2024-01-02
579,A,2024-01-14
580,A,2024-01-09
581,A,2024-01-16
582,A,2024-01-06
583,B,2024-01-15
584,B,2024-01-13
585,B,2024-01-09
586,A,2024-01-11
587,B,2024-01-12
588,B,2024-01-05
589,A,2024-01-07
590,A,2024-01-14
591,B,2024-01-10
592,A,2024-01-09
593,A,2024-01-08
594,B,2024-01-03
595,A,2024-01-02
596,A,2024-01-16
597,B,2024-01-08
598,A,2024-01-04
599,A,2024-01-05
600,B,2024-01-01
601,B,2024-01-12
602,A,2024-01-09
603,B,2024-01-07
604,B,2024-01-10
605,A,2024-01-13
606,B,2024-01-09
607,A,2024-01-03
608,A,2024-01-14
609,A,2024-01-11
610,B,2024-01-05
611,A,2024-01-01
612,A,2024-01-15
613,B,2024-01-09
614,A,2024-01-01
615,A,2024-01-10
616,A,2024-01-15
617,A,2024-01-09
618,B,2024-01-15
619,B,2024-01-08
620,B,2024-01-16
621,B,2024-01-12
622,A,2024-01-06
623,A,2024-01-12
624,A,2024-01-11
625,A,2024-01-15
626,A,2024-01-06
627,B,2024-01-10
628,B,2024-01-01
629,B,2024-01-07
630,A,2024-01-01
631,A,2024-01-04
632,B,2024-01-08
633,A,2024-01-10
634,A,2024-01-06
635,B,2024-01-07
636,A,2024-01-14
637,A,2024-01-04
638,B,2024-01-03
639,A,2024-01-14
640,B,2024-01-03
641,A,2024-01-09
642,B,2024-01-01
643,B,2024-01-12
644,B,2024-01-11
645,B,2024-01-11
646,A,2024-01-15
647,B,2024-01-05
648,B,2024-01-14
649,A,2024-01-08
650,B,2024-01-12
651,A,2024-01-06
652,A,2024-01-02
653,B,2024-01-15
654,B,2024-01-06
655,B,2024-01-02
656,B,2024-01-07
657,A,2024-01-07
658,B,2024-01-04
659,B,2024-01-08
660,A,2024-01-10
661,B,2024-01-11
662,A,2024-01-12
663,B,2024-01-04
664,B,2024-01-05
665,A,2024-01-13
666,B,2024-01-10
667,B,2024-01-04
668,A,2024-01-12
669,B,2024-01-05
670,A,2024-01-01
671,A,2024-01-12
672,A,2024-01-10
673,A,2024-01-08
674,A,2024-01-15
675,B,2024-01-04
676,B,2024-01-15
677,B,2024-01-14
678,B,2024-01-04
679,A,2024-01-14
680,A,2024-01-02
681,B,2024-01-12
682,A,2024-01-13
683,B,2024-01-09
684,A,2024-01-11
685,A,2024-01-11
686,A,2024-01-11
687,A,2024-01-03
688,A,2024-01-12
689,A,2024-01-13
690,B,2024-01-10
691,B,2024-01-06
692,A,2024-01-13
693,B,2024-01-16
694,A,2024-01-04
695,B,2024-01-13
696,B,2024-01-08
697,A,2024-01-15
698,A,2024-01-08
699,A,2024-01-07
700,B,2024-01-09
701,A,2024-01-04
702,B,2024-01-12
703,B,2024-01-03
704,B,2024-01-02
705,B,2024-01-03
706,A,2024-01-01
707,A,2024-01-02
708,A,2024-01-12
709,B,2024-01-06
710,B,2024-01-16
711,A,2024-01-07
712,A,2024-01-12
713,A,2024-01-05
714,B,2024-01-08
715,A,2024-01-08
716,A,2024-01-01
717,A,2024-01-11
718,A,2024-01-13
719,B,2024-01-07
720,B,2024-01-02
721,A,2024-01-08
722,A,2024-01-05
723,B,2024-01-06
724,B,2024-01-02
725,A,2024-01-10
726,A,2024-01-05
727,B,2024-01-03
728,B,2024-01-13
729,A,2024-01-03
730,A,2024-01-12
731,B,2024-01-01
732,B,2024-01-05
733,B,2024-01-04
734,B,2024-01-09
735,A,2024-01-07
736,A,2024-01-11
737,A,2024-01-07
738,B,2024-01-02
739,B,2024-01-10
740,A,2024-01-16
741,B,2024-01-16
742,A,2024-01-08
743,A,2024-01-04
744,B,2024-01-15
745,B,2024-01-08
746,A,2024-01-08
747,A,2024-01-06
748,B,2024-01-10
749,B,2024-01-13
750,A,2024-01-15
751,A,2024-01-11
752,B,2024-01-16
753,A,2024-01-09
754,B,2024-01-11
755,B,2024-01-16
756,B,2024-01-07
757,B,2024-01-04
758,A,2024-01-10
759,A,2024-01-06
760,B,2024-01-01
761,B,2024-01-04
762,B,2024-01-09
763,B,2024-01-16
764,B,2024-01-09
765,A,2024-01-09
766,B,2024-01-03
767,B,2024-01-16
768,B,2024-01-04
769,A,2024-01-03
770,B,2024-01-15
771,B,2024-01-14
772,B,2024-01-02
773,A,2024-01-15
774,A,2024-01-02
775,B,2024-01-15
776,B,2024-01-15
777,A,2024-01-08
778,B,2024-01-09
779,A,2024-01-15
780,B,2024-01-03
781,B,2024-01-07
782,A,2024-01-13
783,A,2024-01-09
784,B,2024-01-07
785,A,2024-01-02
786,A,2024-01-09
787,A,2024-01-12
788,B,2024-01-11
789,A,2024-01-07
790,A,2024-01-06
791,A,2024-01-06
792,A,2024-01-07
793,A,2024-01-01
794,A,2024-01-02
795,B,2024-01-04
796,A,2024-01-14
797,B,2024-01-06
798,B,2024-01-06
799,A,2024-01-07
800,B,2024-01-13
801,A,2024-01-04
802,B,2024-01-10
803,A,2024-01-13
804,A,2024-01-11
805,B,2024-01-14
806,A,2024-01-03
807,B,2024-01-14
808,B,2024-01-05
809,B,2024-01-12
810,B,2024-01-11
811,A,2024-01-15
812,A,2024-01-01
813,B,2024-01-01
814,A,2024-01-11
815,A,2024-01-04
816,B,2024-01-05
817,B,2024-01-11
818,A,2024-01-04
819,B,2024-01-06
820,B,2024-01-09
821,A,2024-01-07
822,A,2024-01-02
823,A,2024-01-03
824,A,2024-01-14
825,B,2024-01-13
826,A,2024-01-06
827,A,2024-01-04
828,B,2024-01-13
829,B,2024-01-01
830,B,2024-01-06
831,B,2024-01-15
832,A,2024-01-15
833,A,2024-01-15
834,B,2024-01-13
835,B,2024-01-02
836,B,2024-01-10
837,A,2024-01-07
838,B,2024-01-09
839,B,2024-01-07
840,B,2024-01-07
841,A,2024-01-02
842,B,2024-01-03
843,B,2024-01-06
844,B,2024-01-16
845,B,2024-01-11
846,B,2024-01-04
847,B,2024-01-14
848,B,2024-01-13
849,A,2024-01-11
850,B,2024-01-04
851,A,2024-01-16
852,A,2024-01-04
853,A,2024-01-07
854,A,2024-01-02
855,B,2024-01-09
856,B,2024-01-16
857,A,2024-01-10
858,A,2024-01-04
859,B,2024-01-13
860,A,2024-01-06
861,B,2024-01-04
862,A,2024-01-06
863,B,2024-01-04
864,B,2024-01-13
865,B,2024-01-07
866,B,2024-01-04
867,B,2024-01-08
868,A,2024-01-15
869,A,2024-01-01
870,A,2024-01-04
871,A,2024-01-10
872,B,2024-01-02
873,A,2024-01-05
874,B,2024-01-08
875,B,2024-01-02
876,B,2024-01-07
877,A,2024-01-08
878,B,2024-01-05
879,A,2024-01-05
880,B,2024-01-15
881,B,2024-01-13
882,A,2024-01-01
883,A,2024-01-03
884,A,2024-01-02
885,A,2024-01-04
886,B,2024-01-02
887,B,2024-01-14
888,A,2024-01-12
889,B,2024-01-06
890,B,2024-01-14
891,B,2024-01-03
892,A,2024-01-04
893,B,2024-01-02
894,A,2024-01-06
895,A,2024-01-07
896,B,2024-01-03
897,A,2024-01-09
898,A,2024-01-16
899,B,2024-01-13
900,A,2024-01-15
901,B,2024-01-14
902,B,2024-01-09
903,B,2024-01-12
904,B,2024-01-02
905,B,2024-01-15
906,A,2024-01-07
907,A,2024-01-08
908,B,2024-01-16
909,A,2024-01-11
910,B,2024-01-13
911,A,2024-01-05
912,A,2024-01-11
913,A,2024-01-08
914,A,2024-01-12
915,A,2024-01-09
916,B,2024-01-15
917,A,2024-01-09
918,B,2024-01-08
919,A,2024-01-15
920,B,2024-01-13
921,A,2024-01-10
922,B,2024-01-01
923,B,2024-01-09
924,B,2024-01-02
925,B,2024-01-12
926,A,2024-01-04
927,B,2024-01-11
928,A,2024-01-12
929,A,2024-01-05
930,B,2024-01-06
931,B,2024-01-06
932,B,2024-01-04
933,B,2024-01-16
934,B,2024-01-01
935,B,2024-01-04
936,A,2024-01-03
937,B,2024-01-06
938,B,2024-01-07
939,A,2024-01-11
940,A,2024-01-09
941,A,2024-01-01
942,B,2024-01-05
943,B,2024-01-11
944,A,2024-01-03
945,B,2024-01-01
946,B,2024-01-05
947,A,2024-01-10
948,A,2024-01-13
949,B,2024-01-15
950,A,2024-01-08
951,B,2024-01-11
952,B,2024-01-01
953,B,2024-01-01
954,A,2024-01-05
955,B,2024-01-01
956,B,2024-01-12
957,B,2024-01-11
958,B,2024-01-07
959,A,2024-01-14
960,B,2024-01-15
961,B,2024-01-04
962,A,2024-01-16
963,A,2024-01-02
964,B,2024-01-13
965,B,2024-01-08
966,B,2024-01-06
967,B,2024-01-06
968,B,2024-01-10
969,B,2024-01-03
970,B,2024-01-08
971,A,2024-01-13
972,B,2024-01-05
973,A,2024-01-10
974,A,2024-01-08
975,A,2024-01-14
976,B,2024-01-07
977,A,2024-01-02
978,A,2024-01-07
979,B,2024-01-15
980,B,2024-01-11
981,B,2024-01-12
982,B,2024-01-09
983,B,2024-01-14
984,B,2024-01-14
985,B,2024-01-14
986,B,2024-01-04
987,A,2024-01-13
988,A,2024-01-02
989,B,2024-01-11
990,B,2024-01-06
991,A,2024-01-02
992,A,2024-01-09
993,B,2024-01-03
994,A,2024-01-04
995,B,2024-01-04
996,A,2024-01-16
997,A,2024-01-02
998,A,2024-01-08
999,B,2024-01-04
1000,B,2024-01-09
1001,B,2024-01-14
1002,B,2024-01-13
1003,A,2024-01-11
1004,B,2024-01-11
1005,B,2024-01-16
1006,A,2024-01-13
1007,A,2024-01-05
1008,A,2024-01-13
1009,A,2024-01-15
1010,A,2024-01-10
1011,B,2024-01-01
1012,B,2024-01-07
1013,A,2024-01-05
1014,A,2024-01-12
1015,A,2024-01-08
1016,A,2024-01-05
1017,A,2024-01-11
1018,A,2024-01-06
1019,B,2024-01-08
1020,B,2024-01-05
1021,A,2024-01-07
1022,A,2024-01-09
1023,A,2024-01-03
1024,A,2024-01-09
1025,B,2024-01-12
1026,B,2024-01-15
1027,B,2024-01-10
1028,A,2024-01-10
1029,A,2024-01-01
1030,A,2024-01-13
1031,B,2024-01-16
1032,B,2024-01-15
1033,A,2024-01-11
1034,B,2024-01-08
1035,A,2024-01-16
1036,A,2024-01-16
1037,B,2024-01-04
1038,A,2024-01-14
1039,A,2024-01-08
1040,B,2024-01-05
1041,B,2024-01-14
1042,A,2024-01-08
1043,A,2024-01-08
1044,B,2024-01-14
1045,B,2024-01-14
1046,B,2024-01-14
1047,A,2024-01-11
1048,A,2024-01-14
1049,B,2024-01-09
1050,B,2024-01-02
1051,A,2024-01-08
1052,A,2024-01-09
1053,A,2024-01-09
1054,B,2024-01-11
1055,A,2024-01-11
1056,A,2024-01-09
1057,A,2024-01-09
1058,B,2024-01-07
1059,A,2024-01-15
1060,B,2024-01-03
1061,B,2024-01-09
1062,B,2024-01-02
1063,A,2024-01-15
1064,B,2024-01-08
1065,A,2024-01-05
1066,A,2024-01-03
1067,A,2024-01-01
1068,A,2024-01-05
1069,B,2024-01-14
1070,B,2024-01-11
1071,B,2024-01-04
1072,B,2024-01-10
1073,B,2024-01-08
1074,A,2024-01-06
1075,B,2024-01-14
1076,B,2024-01-13
1077,A,2024-01-10
1078,A,2024-01-15
1079,A,2024-01-15
1080,B,2024-01-09
1081,B,2024-01-16
1082,A,2024-01-12
1083,A,2024-01-16
1084,B,2024-01-14
1085,A,2024-01-06
1086,A,2024-01-03
1087,B,2024-01-14
1088,B,2024-01-05
1089,A,2024-01-16
1090,A,2024-01-15
1091,B,2024-01-16
1092,A,2024-01-08
1093,B,2024-01-05
1094,A,2024-01-13
1095,A,2024-01-10
1096,A,2024-01-13
1097,A,2024-01-13
1098,B,2024-01-05
1099,A,2024-01-14
1100,B,2024-01-12
1101,B,2024-01-04
1102,A,2024-01-10
1103,B,2024-01-01
1104,B,2024-01-14
1105,A,2024-01-03
1106,A,2024-01-05
1107,A,2024-01-09
1108,B,2024-01-08
1109,A,2024-01-04
1110,B,2024-01-03
1111,A,2024-01-02
1112,A,2024-01-06
1113,A,2024-01-16
1114,B,2024-01-11
1115,B,2024-01-04
1116,A,2024-01-09
1117,B,2024-01-02
1118,B,2024-01-06
1119,B,2024-01-04
1120,B,2024-01-01
1121,B,2024-01-04
1122,B,2024-01-06
1123,B,2024-01-13
1124,B,2024-01-02
1125,A,2024-01-01
1126,A,2024-01-01
1127,B,2024-01-01
1128,A,2024-01-05
1129,A,2024-01-03
1130,A,2024-01-04
1131,B,2024-01-04
1132,A,2024-01-04
1133,B,2024-01-07
1134,B,2024-01-09
1135,A,2024-01-10
1136,A,2024-01-08
1137,B,2024-01-02
1138,B,2024-01-14
1139,A,2024-01-05
1140,B,2024-01-07
1141,B,2024-01-12
1142,B,2024-01-10
1143,B,2024-01-12
1144,B,2024-01-10
1145,B,2024-01-08
1146,B,2024-01-10
1147,A,2024-01-04
1148,B,2024-01-06
1149,B,2024-01-09
1150,A,2024-01-09
1151,B,2024-01-03
1152,A,2024-01-02
1153,A,2024-01-03
1154,B,2024-01-02
1155,B,2024-01-16
1156,B,2024-01-05
1157,A,2024-01-16
1158,B,2024-01-05
1159,A,2024-01-05
1160,B,2024-01-04
1161,B,2024-01-09
1162,B,2024-01-16
1163,A,2024-01-10
1164,B,2024-01-04
1165,A,2024-01-12
1166,B,2024-01-07
1167,B,2024-01-03
1168,A,2024-01-01
1169,A,2024-01-04
1170,A,2024-01-07
1171,A,2024-01-14
1172,A,2024-01-01
1173,B,2024-01-10
1174,A,2024-01-10
1175,A,2024-01-12
1176,B,2024-01-16
1177,B,2024-01-09
1178,B,2024-01-04
1179,A,2024-01-12
1180,B,2024-01-12
1181,B,2024-01-05
1182,A,2024-01-15
1183,B,2024-01-08
1184,A,2024-01-13
1185,A,2024-01-06
1186,B,2024-01-03
1187,B,2024-01-09
1188,A,2024-01-13
1189,B,2024-01-12
1190,B,2024-01-03
1191,A,2024-01-14
1192,B,2024-01-03
1193,A,2024-01-12
1194,A,2024-01-05
1195,A,2024-01-03
1196,B,2024-01-01
1197,A,2024-01-10
1198,A,2024-01-15
1199,A,2024-01-13
1200,B,2024-01-11
1201,A,2024-01-11
1202,B,2024-01-07
1203,A,2024-01-08
1204,B,2024-01-11
1205,B,2024-01-14
1206,B,2024-01-04
1207,A,2024-01-16
1208,B,2024-01-03
1209,B,2024-01-10
1210,B,2024-01-05
1211,A,2024-01-08
1212,B,2024-01-13
1213,A,2024-01-08
1214,B,2024-01-05
1215,A,2024-01-15
1216,B,2024-01-14
1217,A,2024-01-07
1218,A,2024-01-11
1219,B,2024-01-13
1220,B,2024-01-16
1221,A,2024-01-02
1222,B,2024-01-13
1223,A,2024-01-15
1224,B,2024-01-09
1225,B,2024-01-12
1226,A,2024-01-16
1227,A,2024-01-02
1228,B,2024-01-14
1229,B,2024-01-02
1230,B,2024-01-10
1231,A,2024-01-01
1232,B,2024-01-12
1233,B,2024-01-12
1234,A,2024-01-14
1235,A,2024-01-15
1236,A,2024-01-06
1237,B,2024-01-03
1238,A,2024-01-06
1239,A,2024-01-15
1240,A,2024-01-12
1241,A,2024-01-13
1242,B,2024-01-10
1243,A,2024-01-04
1244,B,2024-01-07
1245,A,2024-01-15
1246,B,2024-01-11
1247,A,2024-01-02
