session_id,customer_id,session_start,device,traffic_source,campaign,experiment_group
44,306,2025-10-01 13:30:00,mobile,seo,none,A
45,1145,2024-11-04 21:16:00,mobile,email,spring_sale,B
46,1438,2024-06-27 09:30:00,desktop,seo,none,B
47,2484,2025-05-26 19:17:00,mobile,direct,none,A
48,1148,2024-01-14 02:02:00,mobile,sem,none,B
49,1408,2024-05-21 20:36:00,tablet,seo,none,B
50,1094,2024-06-18 21:36:00,mobile,seo,double11,A
51,2157,2025-07-04 13:51:00,mobile,seo,none,A
52,852,2025-07-09 07:48:00,mobile,seo,double11,A
53,2406,2025-04-20 09:25:00,mobile,email,none,B
54,2431,2025-01-20 01:54:00,mobile,social,none,B
55,663,2025-06-23 23:08:00,mobile,direct,retarget,B
56,945,2024-07-27 01:03:00,mobile,email,new_user,B
57,1452,2024-08-06 23:43:00,mobile,email,spring_sale,B
58,336,2024-02-17 17:47:00,desktop,social,none,B
59,2307,2024-07-23 02:07:00,tablet,seo,none,B
60,2324,2025-08-02 19:04:00,desktop,email,none,A
61,2005,2024-06-10 12:46:00,mobile,social,none,B
62,672,2024-01-18 10:25:00,mobile,social,none,A
63,1304,2024-04-13 14:06:00,desktop,social,none,B
64,2172,2024-03-12 02:56:00,desktop,social,none,B
65,1985,2024-07-22 05:03:00,mobile,direct,new_user,B
66,1298,2025-05-27 12:21:00,mobile,direct,none,B
67,1558,2025-12-27 14:43:00,desktop,email,none,A
68,212,2024-09-30 13:28:00,mobile,sem,spring_sale,A
69,631,2025-02-10 13:25:00,mobile,email,none,A
70,1736,2024-03-05 14:46:00,desktop,seo,double11,B
71,77,2024-01-30 01:39:00,tablet,sem,none,B
72,1575,2024-03-04 20:59:00,desktop,social,none,B
73,1228,2025-05-26 18:58:00,mobile,sem,spring_sale,B
74,1415,2024-10-20 21:12:00,mobile,email,new_user,B
75,500,2025-10-21 13:18:00,desktop,sem,none,A
76,761,2024-11-30 00:18:00,mobile,direct,none,B
77,1483,2025-11-29 01:33:00,desktop,sem,spring_sale,A
78,435,2024-12-20 00:18:00,mobile,email,new_user,B
79,1165,2024-11-20 00:32:00,mobile,seo,none,A
80,2443,2025-05-29 22:31:00,desktop,direct,none,A
81,2103,2024-10-04 16:59:00,mobile,sem,none,B
82,1285,2024-10-22 11:57:00,mobile,seo,none,B
83,451,2025-01-04 20:24:00,mobile,email,spring_sale,B
84,1513,2025-12-22 14:45:00,mobile,email,retarget,B
85,719,2024-06-14 15:39:00,desktop,email,none,B
86,150,2025-10-16 04:31:00,mobile,sem,none,B
87,2276,2025-12-09 17:17:00,mobile,direct,none,B
88,1273,2024-06-05 11:05:00,mobile,social,none,A
89,2392,2024-08-06 22:52:00,mobile,email,none,B
90,200,2025-02-11 01:42:00,mobile,seo,none,A
91,1481,2024-06-07 12:24:00,tablet,direct,double11,B
92,872,2024-12-29 20:12:00,mobile,direct,double11,B
93,584,2024-12-07 12:57:00,mobile,seo,double11,B
94,272,2024-09-07 08:37:00,mobile,seo,none,B
95,1440,2024-12-08 06:51:00,mobile,social,none,A
96,561,2025-08-09 10:32:00,mobile,direct,none,A
97,839,2025-07-07 15:59:00,mobile,seo,new_user,B
98,380,2025-02-28 00:50:00,desktop,seo,none,A
99,1518,2025-03-11 12:21:00,mobile,seo,none,A
100,592,2024-06-17 01:10:00,desktop,direct,double11,A
101,1945,2024-09-25 22:36:00,desktop,social,spring_sale,A
102,791,2024-07-09 23:58:00,mobile,seo,retarget,A
103,472,2025-04-09 07:43:00,mobile,social,double11,B
104,689,2025-11-03 19:48:00,mobile,email,new_user,A
105,1157,2024-01-05 23:30:00,mobile,seo,none,A
106,1197,2024-01-01 02:07:00,mobile,seo,new_user,A
107,1614,2025-09-07 20:37:00,mobile,seo,new_user,B
108,1905,2025-01-10 10:03:00,mobile,seo,none,A
109,88,2024-03-21 11:25:00,mobile,direct,none,B
110,1112,2024-08-31 23:30:00,tablet,sem,none,A
111,238,2024-12-01 08:15:00,mobile,sem,none,A
112,1428,2025-03-27 20:11:00,mobile,seo,none,A
113,1454,2025-10-13 08:26:00,mobile,email,none,B
114,1949,2024-03-17 02:12:00,mobile,email,none,B
115,1339,2025-08-07 16:38:00,mobile,sem,spring_sale,B
116,1984,2024-12-25 04:08:00,desktop,email,none,A
117,989,2025-12-31 03:19:00,mobile,social,new_user,B
118,872,2024-06-03 09:01:00,desktop,seo,none,B
119,2122,2025-12-11 07:22:00,mobile,sem,spring_sale,A
120,2079,2024-06-05 08:49:00,desktop,email,retarget,A
121,1901,2025-01-31 15:30:00,desktop,seo,none,A
122,2372,2025-06-05 15:24:00,mobile,sem,none,B
123,202,2024-12-25 08:34:00,mobile,email,none,B
124,1362,2024-10-03 06:08:00,mobile,email,retarget,A
125,1075,2024-11-05 15:08:00,mobile,social,new_user,B
126,1513,2025-12-17 13:27:00,mobile,email,new_user,B
127,1648,2025-03-12 22:13:00,mobile,social,none,A
128,424,2024-10-19 15:04:00,mobile,sem,retarget,B
129,175,2024-06-05 08:17:00,mobile,direct,none,B
130,2161,2025-12-30 03:40:00,mobile,seo,none,A
131,327,2025-04-02 13:20:00,mobile,social,retarget,A
132,512,2025-03-27 21:09:00,desktop,direct,none,A
133,1924,2025-11-15 08:43:00,mobile,sem,double11,A
134,1742,2025-05-22 07:34:00,mobile,sem,none,B
135,1390,2025-06-06 05:24:00,mobile,social,spring_sale,B
136,2004,2024-04-29 02:24:00,mobile,sem,none,B
137,752,2025-08-30 10:56:00,mobile,email,none,B
138,845,2025-06-10 12:40:00,mobile,email,retarget,B
139,1157,2024-02-01 18:29:00,desktop,sem,none,A
140,1638,2024-08-18 04:27:00,desktop,email,retarget,B
141,2158,2024-02-10 01:59:00,mobile,email,new_user,B
142,300,2025-10-27 15:17:00,mobile,social,none,B
143,1598,2024-02-27 04:44:00,mobile,seo,none,B
144,665,2025-04-28 18:59:00,desktop,sem,spring_sale,A
145,1673,2024-05-10 11:00:00,desktop,seo,none,B
146,158,2024-04-07 10:07:00,desktop,email,double11,A
147,1873,2024-01-22 03:45:00,mobile,seo,none,B
148,437,2025-08-06 03:31:00,mobile,direct,spring_sale,A
149,85,2024-08-29 05:43:00,desktop,social,spring_sale,B
150,1772,2024-06-30 09:29:00,tablet,email,none,B
151,1433,2024-03-06 18:26:00,mobile,direct,double11,A
152,1145,2025-06-12 21:03:00,desktop,sem,new_user,B
153,640,2025-05-20 15:40:00,desktop,direct,new_user,B
154,698,2024-08-05 02:57:00,tablet,sem,none,A
155,473,2024-03-26 13:32:00,desktop,email,none,A
156,486,2025-10-23 23:22:00,mobile,seo,none,A
157,965,2024-12-25 23:57:00,desktop,seo,none,B
158,572,2025-11-16 12:31:00,desktop,direct,spring_sale,A
159,1674,2025-01-16 11:43:00,desktop,sem,none,B
160,1821,2025-06-18 15:02:00,mobile,social,retarget,B
161,2129,2024-07-21 19:36:00,desktop,sem,spring_sale,A
162,4,2025-12-27 05:06:00,mobile,seo,none,A
163,244,2025-11-02 00:45:00,mobile,email,none,A
164,2261,2025-12-10 19:36:00,mobile,seo,none,B
165,1035,2024-02-19 09:30:00,mobile,social,none,A
166,953,2024-01-09 05:05:00,desktop,sem,new_user,B
167,78,2025-04-04 05:04:00,mobile,sem,none,B
168,713,2024-04-09 18:36:00,mobile,email,new_user,A
169,165,2024-11-15 01:02:00,desktop,seo,none,B
170,419,2024-03-12 23:24:00,mobile,email,none,B
171,1028,2024-11-26 07:22:00,mobile,sem,none,A
172,1869,2024-07-21 09:06:00,mobile,social,none,B
173,462,2024-02-05 15:13:00,desktop,direct,double11,A
174,2230,2024-11-09 18:42:00,mobile,sem,double11,A
175,48,2025-09-02 13:24:00,mobile,direct,new_user,A
176,2054,2025-09-25 22:47:00,desktop,direct,retarget,B
177,1088,2025-08-31 08:17:00,desktop,direct,double11,B
178,2049,2024-08-28 19:38:00,desktop,email,none,A
179,1421,2025-02-17 01:02:00,mobile,social,none,B
180,1833,2024-04-19 07:17:00,mobile,social,none,A
181,1456,2024-02-21 01:13:00,mobile,social,none,B
182,2323,2025-04-04 15:33:00,desktop,email,retarget,B
183,1534,2024-03-27 21:49:00,desktop,email,new_user,A
184,2128,2025-04-25 09:38:00,desktop,seo,none,B
185,968,2025-09-25 16:40:00,tablet,seo,none,B
186,771,2025-04-10 04:49:00,mobile,email,spring_sale,B
187,1343,2024-11-18 14:29:00,mobile,email,none,A
188,541,2024-02-21 05:22:00,mobile,sem,retarget,B
189,921,2024-03-27 14:13:00,tablet,social,double11,A
190,1430,2024-09-21 10:59:00,mobile,sem,spring_sale,A
191,1302,2024-04-15 11:57:00,tablet,social,spring_sale,A
192,1018,2024-01-13 20:39:00,desktop,email,double11,A
193,1951,2025-08-07 14:18:00,desktop,email,none,A
194,102,2025-12-21 01:29:00,mobile,social,retarget,B
195,1712,2025-02-09 15:53:00,mobile,seo,double11,A
196,1246,2024-03-19 04:04:00,desktop,sem,new_user,B
197,2258,2025-07-30 13:02:00,mobile,social,none,B
198,1221,2024-11-06 02:56:00,mobile,direct,spring_sale,A
199,2039,2024-05-12 23:40:00,mobile,seo,retarget,A
200,815,2024-07-26 06:58:00,desktop,social,none,A
201,1577,2025-10-18 04:41:00,mobile,email,none,A
202,353,2024-12-14 05:34:00,mobile,direct,none,A
203,1480,2024-12-14 03:27:00,mobile,sem,retarget,B
204,2213,2024-03-09 17:56:00,desktop,sem,none,B
205,2006,2024-11-19 03:23:00,mobile,direct,none,B
206,271,2024-06-26 16:04:00,desktop,direct,none,A
207,1868,2024-08-15 04:09:00,mobile,email,none,B
208,1786,2025-08-11 02:37:00,desktop,email,none,B
209,2467,2024-01-31 06:53:00,mobile,sem,none,B
210,808,2025-12-05 06:05:00,mobile,social,none,B
211,1725,2025-08-10 19:39:00,mobile,social,none,B
212,372,2024-09-08 17:51:00,desktop,email,retarget,B
213,221,2024-12-24 12:37:00,mobile,social,none,A
214,2053,2024-03-13 20:55:00,mobile,social,new_user,B
215,1219,2024-02-05 01:56:00,mobile,email,double11,B
216,1912,2025-03-04 15:54:00,desktop,email,none,B
217,1528,2025-06-28 10:13:00,desktop,seo,none,A
218,1727,2024-02-04 15:12:00,mobile,email,retarget,B
219,836,2025-01-20 08:10:00,mobile,sem,new_user,B
220,99,2024-09-27 13:41:00,desktop,direct,none,A
221,1078,2025-10-07 20:36:00,desktop,sem,none,A
222,1055,2024-02-25 05:39:00,mobile,seo,none,A
223,2453,2024-02-25 06:37:00,desktop,direct,double11,B
224,514,2025-04-27 19:59:00,mobile,direct,spring_sale,A
225,1350,2024-01-02 12:51:00,mobile,social,none,B
226,2264,2024-07-10 21:27:00,mobile,seo,spring_sale,B
227,1979,2024-02-04 19:08:00,desktop,email,none,A
228,1073,2025-08-03 01:14:00,tablet,sem,spring_sale,B
229,1224,2025-07-27 10:11:00,mobile,sem,none,B
230,1326,2025-01-28 09:04:00,desktop,seo,new_user,B
231,267,2025-10-27 15:46:00,mobile,social,none,A
232,2008,2025-01-01 03:20:00,mobile,social,spring_sale,B
233,668,2024-04-09 01:47:00,mobile,social,retarget,A
234,1166,2024-04-21 20:08:00,mobile,seo,retarget,B
235,864,2025-02-25 03:40:00,desktop,direct,spring_sale,B
236,2077,2024-11-23 11:00:00,mobile,email,none,A
237,2098,2024-10-06 18:10:00,mobile,social,none,A
238,1236,2024-03-19 05:46:00,mobile,email,retarget,A
239,1895,2024-04-27 01:54:00,mobile,seo,none,B
240,833,2024-08-10 13:52:00,mobile,seo,none,A
241,2378,2025-09-02 10:57:00,desktop,seo,none,A
242,543,2024-12-25 22:59:00,mobile,direct,none,A
243,416,2025-11-26 09:20:00,desktop,social,none,B
244,1367,2024-11-03 13:30:00,desktop,email,spring_sale,A
245,1688,2025-01-31 18:04:00,desktop,sem,double11,A
246,2218,2024-06-30 15:09:00,desktop,email,new_user,B
247,1099,2024-08-10 12:59:00,desktop,email,none,A
248,1726,2025-10-17 20:25:00,mobile,email,none,B
249,110,2024-09-19 08:03:00,desktop,email,none,A
250,2385,2025-06-17 19:23:00,mobile,seo,retarget,B
251,2406,2025-07-15 06:33:00,mobile,seo,retarget,B
252,1105,2024-09-16 08:18:00,mobile,email,new_user,A
253,1297,2025-11-04 06:58:00,mobile,seo,none,A
254,1460,2024-11-02 07:38:00,mobile,sem,spring_sale,B
255,501,2025-04-28 21:33:00,mobile,social,spring_sale,B
256,1995,2024-10-04 14:45:00,mobile,sem,new_user,A
257,1381,2025-01-19 18:35:00,desktop,direct,none,A
258,1266,2024-02-06 07:21:00,desktop,seo,retarget,A
259,1739,2024-01-03 08:43:00,mobile,direct,new_user,B
260,1766,2025-05-08 03:48:00,desktop,sem,none,A
261,1496,2025-06-29 13:06:00,mobile,email,spring_sale,B
262,185,2025-08-06 14:58:00,desktop,seo,none,A
263,1173,2024-09-15 16:59:00,desktop,seo,double11,B
264,1488,2025-07-01 14:44:00,mobile,direct,none,B
265,2095,2024-10-11 03:42:00,mobile,sem,new_user,A
266,1763,2024-07-06 14:00:00,desktop,email,none,A
267,1640,2025-11-26 23:20:00,mobile,direct,double11,B
268,556,2025-10-11 00:24:00,mobile,direct,none,B
269,2031,2024-03-08 01:28:00,desktop,direct,retarget,B
270,311,2025-02-23 19:50:00,desktop,social,new_user,A
271,216,2025-10-26 02:58:00,mobile,direct,none,B
272,1040,2025-06-06 09:08:00,tablet,email,none,B
273,516,2025-09-29 15:55:00,mobile,social,new_user,B
274,1533,2025-11-24 18:08:00,mobile,seo,retarget,B
275,1789,2025-03-14 13:22:00,mobile,sem,none,A
276,1575,2024-07-10 11:37:00,mobile,social,double11,B
277,253,2024-04-21 10:20:00,tablet,seo,spring_sale,A
278,697,2025-12-08 07:32:00,desktop,seo,new_user,A
279,1488,2024-04-17 22:18:00,desktop,direct,spring_sale,B
280,1887,2024-04-10 01:35:00,mobile,email,retarget,A
281,1124,2025-02-08 07:22:00,mobile,sem,none,B
282,529,2025-01-25 03:30:00,desktop,sem,double11,A
283,1392,2024-05-26 20:37:00,desktop,seo,none,A
284,345,2025-05-04 19:47:00,mobile,email,none,A
285,1563,2025-07-17 09:59:00,desktop,direct,none,A
286,965,2025-11-14 23:26:00,desktop,seo,double11,B
287,1540,2024-09-16 18:58:00,mobile,seo,none,A
288,1282,2025-01-28 10:12:00,mobile,email,none,B
289,1570,2025-06-04 04:23:00,mobile,direct,none,A
290,2268,2024-08-04 09:00:00,desktop,email,none,B
291,1140,2025-04-11 12:06:00,desktop,sem,none,B
292,1013,2025-07-09 04:52:00,desktop,direct,new_user,A
293,2040,2024-04-02 04:49:00,desktop,email,none,B
294,1509,2025-07-29 03:44:00,mobile,social,none,A
295,449,2024-04-08 02:13:00,mobile,email,none,B
296,2489,2024-04-23 19:03:00,mobile,sem,spring_sale,B
297,2331,2025-12-11 02:11:00,mobile,seo,none,B
298,602,2024-07-09 09:45:00,mobile,seo,new_user,A
299,1065,2025-10-21 17:53:00,mobile,sem,double11,A
300,1334,2025-11-14 05:59:00,mobile,email,none,B
301,2175,2025-08-10 09:17:00,mobile,direct,new_user,A
302,1295,2024-04-26 21:20:00,desktop,sem,new_user,B
303,1093,2024-06-16 01:41:00,mobile,social,none,B
304,1507,2025-03-29 21:32:00,desktop,sem,retarget,B
305,1221,2024-05-06 02:22:00,mobile,social,none,A
306,1477,2025-03-08 16:00:00,desktop,email,new_user,A
307,972,2025-09-01 19:53:00,tablet,seo,new_user,B
308,2430,2024-03-21 02:13:00,mobile,email,none,B
309,2386,2024-09-21 13:00:00,desktop,direct,double11,A
310,584,2024-03-17 22:40:00,mobile,email,none,B
311,2255,2024-01-21 20:23:00,mobile,sem,none,B
312,2006,2025-11-18 05:31:00,mobile,direct,new_user,B
313,1610,2024-10-08 21:38:00,tablet,social,retarget,B
314,1057,2024-10-01 14:32:00,tablet,social,none,A
315,952,2024-01-30 22:13:00,desktop,direct,none,B
316,1383,2025-05-31 15:05:00,mobile,sem,new_user,A
317,614,2025-04-24 08:12:00,mobile,direct,none,A
318,769,2025-04-28 22:35:00,mobile,seo,none,A
319,2393,2024-02-02 00:41:00,desktop,email,none,A
320,1931,2025-08-14 07:48:00,mobile,direct,spring_sale,B
321,554,2025-09-29 10:49:00,mobile,sem,none,B
322,2426,2024-12-14 06:10:00,mobile,direct,none,A
323,526,2024-09-13 15:25:00,mobile,direct,none,B
324,76,2025-12-09 06:41:00,desktop,direct,none,A
325,1330,2024-03-27 06:48:00,mobile,direct,none,B
326,1523,2024-11-30 19:44:00,mobile,email,none,B
327,362,2024-08-30 07:14:00,tablet,social,spring_sale,B
328,1214,2025-06-30 15:01:00,mobile,direct,none,B
329,275,2024-05-19 04:07:00,mobile,seo,retarget,A
330,2412,2025-08-07 08:42:00,mobile,seo,none,B
331,1981,2024-07-13 02:09:00,mobile,sem,none,B
332,509,2024-03-24 15:24:00,mobile,email,retarget,B
333,1004,2024-04-13 23:31:00,mobile,direct,none,B
334,1665,2025-07-08 11:07:00,mobile,social,none,A
335,855,2025-05-13 09:52:00,mobile,email,retarget,B
336,1395,2025-06-01 22:35:00,mobile,seo,none,A
337,161,2025-07-22 19:39:00,mobile,sem,none,A
338,1202,2024-08-31 19:39:00,mobile,seo,double11,B
339,1626,2025-10-03 04:40:00,desktop,social,none,B
340,107,2024-03-09 04:48:00,mobile,social,none,B
341,2069,2024-12-26 06:44:00,tablet,email,retarget,B
342,314,2025-10-29 18:39:00,desktop,social,none,B
343,758,2024-09-09 17:14:00,mobile,sem,none,A
344,1394,2024-05-03 14:37:00,desktop,direct,none,A
345,1856,2025-07-10 00:46:00,mobile,social,none,B
346,190,2025-07-10 05:02:00,tablet,social,new_user,B
347,69,2025-05-16 05:48:00,mobile,direct,new_user,B
348,1343,2025-10-04 22:57:00,mobile,seo,retarget,A
349,505,2025-09-28 00:20:00,mobile,sem,none,A
350,1833,2024-10-06 21:22:00,desktop,seo,none,A
351,2447,2025-05-04 15:44:00,mobile,sem,none,A
352,1930,2025-03-11 11:40:00,mobile,email,spring_sale,A
353,2179,2024-01-19 00:36:00,desktop,sem,none,B
354,2382,2025-08-25 14:25:00,mobile,seo,double11,A
355,161,2024-08-06 23:03:00,mobile,sem,none,A
356,1293,2024-08-30 00:43:00,mobile,social,none,A
357,2083,2025-01-28 18:57:00,desktop,seo,none,A
358,2349,2025-04-23 05:16:00,mobile,email,none,A
359,745,2024-05-31 17:40:00,mobile,email,none,B
360,2371,2025-12-08 18:58:00,mobile,social,none,B
361,2397,2025-12-03 16:23:00,tablet,email,none,B
362,158,2025-07-01 07:58:00,desktop,seo,none,A
363,1627,2024-04-24 02:37:00,desktop,direct,none,B
364,2478,2024-12-11 22:59:00,mobile,seo,none,B
365,50,2025-04-30 10:02:00,mobile,sem,new_user,B
366,1977,2024-02-10 16:17:00,mobile,social,none,B
367,1673,2025-09-18 23:43:00,desktop,social,none,B
368,174,2025-05-07 12:17:00,mobile,sem,none,A
369,644,2024-02-04 00:30:00,mobile,direct,spring_sale,B
370,1440,2024-02-02 18:40:00,mobile,direct,retarget,A
371,1679,2025-07-18 23:38:00,desktop,direct,none,B
372,32,2024-12-05 16:11:00,mobile,seo,none,B
373,1570,2025-08-18 23:31:00,mobile,seo,spring_sale,A
374,1560,2024-10-16 18:13:00,desktop,social,none,A
375,1724,2024-11-09 22:02:00,mobile,sem,double11,B
376,526,2024-09-16 03:56:00,desktop,seo,none,B
377,1750,2024-04-09 04:23:00,mobile,social,new_user,A
378,2182,2025-12-29 06:00:00,desktop,social,retarget,B
379,701,2025-11-15 05:07:00,mobile,seo,none,A
380,391,2024-11-27 23:04:00,desktop,direct,new_user,B
381,2034,2024-12-07 05:09:00,mobile,social,none,A
382,1056,2024-01-30 23:09:00,mobile,sem,none,A
383,1938,2024-04-11 21:59:00,desktop,direct,retarget,A
384,1263,2024-02-10 06:51:00,desktop,seo,spring_sale,A
385,2458,2025-02-18 18:51:00,mobile,email,retarget,B
386,2324,2024-02-07 21:25:00,desktop,sem,none,A
387,635,2025-10-29 02:45:00,mobile,email,none,B
388,1282,2025-05-27 05:57:00,desktop,email,none,B
389,356,2024-01-09 02:48:00,desktop,social,spring_sale,B
390,621,2024-11-24 00:10:00,desktop,seo,new_user,B
391,1678,2024-07-29 17:09:00,mobile,email,none,B
392,240,2025-02-13 15:02:00,mobile,seo,double11,B
393,1787,2025-08-07 08:57:00,mobile,sem,none,B
394,454,2025-02-19 10:02:00,desktop,seo,none,B
395,533,2025-10-28 16:21:00,mobile,email,new_user,B
396,61,2025-01-07 16:18:00,mobile,seo,none,B
397,242,2024-03-19 20:39:00,desktop,social,none,B
398,2252,2024-01-22 20:03:00,mobile,email,none,B
399,2428,2024-01-06 20:14:00,mobile,email,spring_sale,A
400,1889,2024-01-01 19:26:00,mobile,sem,none,B
401,922,2024-06-23 03:11:00,mobile,email,none,B
402,291,2024-06-17 07:05:00,mobile,sem,none,B
403,843,2025-09-29 12:58:00,mobile,sem,none,B
404,2203,2024-08-16 23:05:00,mobile,sem,spring_sale,B
405,1905,2025-03-05 16:09:00,mobile,seo,spring_sale,A
406,1951,2024-11-03 06:15:00,mobile,social,spring_sale,A
407,793,2025-03-23 08:09:00,desktop,social,none,A
408,1308,2025-05-31 13:37:00,mobile,direct,double11,B
409,2422,2025-12-01 09:19:00,desktop,sem,none,B
410,2022,2024-05-16 14:34:00,desktop,sem,spring_sale,A
411,923,2024-05-03 05:40:00,desktop,sem,new_user,B
412,1164,2025-07-01 22:16:00,desktop,sem,none,B
413,284,2025-01-02 07:27:00,mobile,social,none,B
414,1849,2024-12-10 16:40:00,mobile,sem,new_user,A
415,1510,2025-02-16 18:32:00,tablet,direct,none,A
416,689,2024-11-08 04:16:00,mobile,social,retarget,A
417,935,2024-10-20 11:40:00,desktop,direct,none,B
418,1928,2024-06-13 06:53:00,mobile,email,double11,B
419,393,2025-02-08 03:40:00,desktop,email,double11,A
420,942,2024-10-08 03:41:00,mobile,seo,double11,B
421,1406,2025-03-17 10:21:00,tablet,social,new_user,A
422,1497,2024-12-12 01:52:00,mobile,seo,spring_sale,B
423,18,2025-10-10 11:39:00,desktop,direct,none,B
424,160,2024-01-21 01:26:00,mobile,email,none,A
425,2193,2025-12-17 15:43:00,desktop,direct,none,B
426,1275,2024-11-04 13:34:00,mobile,sem,new_user,A
427,1224,2024-07-19 15:12:00,tablet,email,none,B
428,2338,2024-03-17 14:37:00,desktop,social,none,A
429,1912,2025-12-18 13:23:00,mobile,seo,new_user,B
430,626,2024-05-15 01:44:00,mobile,social,double11,A
431,1976,2024-04-19 01:24:00,mobile,seo,none,A
432,2360,2024-02-11 13:48:00,mobile,direct,new_user,A
433,325,2025-08-25 22:26:00,desktop,sem,none,B
434,1777,2025-04-10 16:55:00,mobile,sem,none,B
435,1654,2024-01-13 01:09:00,mobile,sem,new_user,A
436,12,2024-06-03 17:33:00,mobile,seo,none,A
437,2088,2024-10-03 09:19:00,desktop,social,none,A
438,1085,2025-06-17 00:19:00,mobile,social,none,A
439,1628,2025-03-07 10:35:00,desktop,social,none,A
440,1954,2025-01-28 23:02:00,mobile,direct,retarget,B
441,1156,2024-09-04 00:47:00,desktop,seo,none,B
442,2051,2024-03-04 23:12:00,mobile,direct,none,B
443,2150,2025-06-20 07:03:00,mobile,sem,spring_sale,A
444,1505,2025-08-28 14:14:00,mobile,seo,none,B
445,1754,2025-03-25 01:06:00,desktop,social,retarget,B
446,1595,2024-09-13 09:51:00,mobile,seo,none,B
447,2376,2025-06-13 03:09:00,mobile,seo,spring_sale,B
448,145,2025-06-26 00:17:00,mobile,seo,none,B
449,1328,2025-02-20 09:20:00,mobile,email,retarget,A
450,1190,2024-05-23 17:05:00,mobile,direct,new_user,B
451,579,2024-08-13 14:26:00,mobile,social,none,A
452,1711,2025-05-10 12:44:00,mobile,email,spring_sale,B
453,1428,2025-07-29 20:28:00,mobile,social,none,A
454,892,2025-03-13 13:28:00,desktop,social,new_user,A
455,472,2024-07-22 02:51:00,desktop,sem,none,B
456,2088,2024-06-22 18:39:00,tablet,sem,spring_sale,A
457,1254,2024-11-01 00:50:00,desktop,seo,spring_sale,B
458,121,2025-07-15 17:04:00,mobile,email,new_user,A
459,1539,2024-01-30 08:51:00,desktop,direct,spring_sale,B
460,2425,2024-05-25 06:41:00,desktop,email,none,A
461,268,2024-06-08 23:43:00,mobile,seo,new_user,B
462,549,2024-10-29 10:51:00,desktop,sem,none,B
463,1703,2025-05-24 04:29:00,mobile,email,new_user,B
464,1080,2025-11-19 11:06:00,mobile,seo,none,B
465,235,2024-10-30 01:09:00,desktop,seo,new_user,B
466,1986,2025-11-06 04:03:00,mobile,social,none,B
467,2302,2025-05-15 21:55:00,mobile,seo,double11,B
468,360,2024-09-24 19:08:00,desktop,social,new_user,B
469,148,2025-08-01 15:09:00,mobile,seo,none,B
470,2140,2025-06-10 02:33:00,mobile,sem,none,A
471,2430,2025-08-17 04:24:00,desktop,social,new_user,B
472,1096,2025-02-27 09:01:00,desktop,seo,none,A
473,123,2024-03-15 14:41:00,desktop,sem,none,A
474,1995,2024-09-10 09:48:00,mobile,sem,none,A
475,84,2024-08-14 22:04:00,desktop,email,none,A
476,1636,2024-09-12 00:09:00,desktop,sem,new_user,A
